date,disease,state,district,taluk,latitude,longitude,outbreak_label,predicted_outbreak,outbreak_probability,outbreak_intensity,weight
2020-11-19,acute_diarrheal_disease,Kerala,Kollam,Karunagappally,9.0574,76.5334,0,0,0.0434560501974413,0.0,0.0
2020-12-30,acute_diarrheal_disease,Kerala,Kollam,Karunagappally,9.0574,76.5334,0,1,0.7156569829904592,0.0,0.0
2021-11-21,acute_diarrheal_disease,Kerala,Kollam,Karunagappally,9.0574,76.5334,0,1,0.6139223085534173,0.0001612479817127,0.0001612479817127
2022-10-14,acute_diarrheal_disease,Kerala,Kollam,Karunagappally,9.0574,76.5334,0,1,0.6007659106165392,0.0,0.0
2020-12-26,acute_diarrheal_disease,Kerala,Kollam,Kollam,8.8879509,76.5955013,1,1,0.7091836213120625,0.0,0.0
2021-01-02,acute_diarrheal_disease,Kerala,Kollam,Kollam,8.8879509,76.5955013,0,0,0.0663658018536586,0.0,0.0
2022-01-04,acute_diarrheal_disease,Kerala,Kollam,Kollam,8.8879509,76.5955013,0,0,0.0599350891833104,0.0,0.0
2022-10-15,acute_diarrheal_disease,Kerala,Kollam,Kollam,8.8879509,76.5955013,0,0,0.0585676420466348,0.0,0.0
2023-07-07,acute_diarrheal_disease,Kerala,Kollam,Kollam,8.8879509,76.5955013,0,0,0.0425967822690011,0.0095832866800537,0.0095832866800537
2021-02-05,acute_diarrheal_disease,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0,0,0.0404023242688078,0.0,0.0
2021-09-10,acute_diarrheal_disease,Kerala,Kollam,Kottarakkara,9.0002,76.7788,1,1,0.711462589452866,0.0,0.0
2022-12-30,acute_diarrheal_disease,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0,0,0.0785799654988884,0.0024889281277229,0.0024889281277229
2023-10-13,acute_diarrheal_disease,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0,0,0.2102403367028316,0.0,0.0
2023-10-21,acute_diarrheal_disease,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0,1,0.7045021702678546,0.0003628079588537,0.0003628079588537
2023-11-24,acute_diarrheal_disease,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0,1,0.7236998916611868,0.0,0.0
2024-01-02,acute_diarrheal_disease,Kerala,Kollam,Kottarakkara,9.0002,76.7788,1,0,0.1019386911189486,8.062399085639016e-05,8.062399085639016e-05
2022-09-09,acute_diarrheal_disease,Kerala,Kollam,Kunnathoor,9.0292,76.627,0,0,0.1231207857532083,0.0,0.0
2023-01-02,acute_diarrheal_disease,Kerala,Kollam,Kunnathoor,9.0292,76.627,1,1,0.7245879745897221,0.0,0.0
2023-09-09,acute_diarrheal_disease,Kerala,Kollam,Kunnathoor,9.0292,76.627,1,1,0.6407980198737669,0.0302257012024685,0.0302257012024685
2023-10-14,acute_diarrheal_disease,Kerala,Kollam,Kunnathoor,9.0292,76.627,0,0,0.3694417093033126,0.0,0.0
2023-10-17,acute_diarrheal_disease,Kerala,Kollam,Kunnathoor,9.0292,76.627,0,0,0.3259043642858488,0.0,0.0
2024-11-19,acute_diarrheal_disease,Kerala,Kollam,Kunnathoor,9.0292,76.627,0,1,0.6936166964833338,0.0001736516726137,0.0001736516726137
2021-10-15,acute_diarrheal_disease,Kerala,Kollam,Pathanapuram,9.1,76.87,1,1,0.7009101969766772,0.0,0.0
2020-01-02,acute_diarrheal_disease,Kerala,Kollam,Punalur,9.0089,76.9269,0,1,0.5572698707105228,0.0,0.0
2020-09-12,acute_diarrheal_disease,Kerala,Kollam,Punalur,9.0089,76.9269,0,0,0.2733060232828574,0.0,0.0
2022-02-04,acute_diarrheal_disease,Kerala,Kollam,Punalur,9.0089,76.9269,0,0,0.4982184773279949,0.0,0.0
2022-09-11,acute_diarrheal_disease,Kerala,Kollam,Punalur,9.0089,76.9269,0,1,0.6841743169464511,0.0,0.0
2022-12-26,acute_diarrheal_disease,Kerala,Kollam,Punalur,9.0089,76.9269,0,1,0.6920909025397761,0.0022367885411461,0.0022367885411461
2023-09-09,acute_diarrheal_disease,Kerala,Kollam,Punalur,9.0089,76.9269,1,1,0.6736944048248816,0.0,0.0
2023-11-23,acute_diarrheal_disease,Kerala,Kollam,Punalur,9.0089,76.9269,0,1,0.7293697333319105,0.0172826368232415,0.0172826368232415
2023-12-26,acute_diarrheal_disease,Kerala,Kollam,Punalur,9.0089,76.9269,0,1,0.7242621721790483,0.0,0.0
2023-12-27,acute_diarrheal_disease,Kerala,Kollam,Punalur,9.0089,76.9269,0,0,0.2525381079044616,0.0146780681547378,0.0146780681547378
2021-09-08,acute_diarrheal_disease,Kerala,Kottayam,Changanassery,9.45,76.5333,1,1,0.6625611362230014,0.0,0.0
2021-09-10,acute_diarrheal_disease,Kerala,Kottayam,Changanassery,9.45,76.5333,0,1,0.5505528292229841,0.0,0.0
2022-12-27,acute_diarrheal_disease,Kerala,Kottayam,Changanassery,9.45,76.5333,0,0,0.1917769411103871,0.0,0.0
2023-07-07,acute_diarrheal_disease,Kerala,Kottayam,Changanassery,9.45,76.5333,0,0,0.3208457427732446,0.0002687466361879,0.0002687466361879
2023-10-13,acute_diarrheal_disease,Kerala,Kottayam,Changanassery,9.45,76.5333,0,1,0.6758798528275005,0.0,0.0
2023-11-20,acute_diarrheal_disease,Kerala,Kottayam,Changanassery,9.45,76.5333,1,1,0.5689783517954978,0.0004031199542819,0.0004031199542819
2023-12-25,acute_diarrheal_disease,Kerala,Kottayam,Changanassery,9.45,76.5333,1,0,0.099053752870862,0.2122257340728656,0.2122257340728656
2022-01-02,acute_diarrheal_disease,Kerala,Kottayam,Kanjirappally,9.5667,76.7833,1,0,0.0645657955267873,0.0,0.0
2022-09-10,acute_diarrheal_disease,Kerala,Kottayam,Kanjirappally,9.5667,76.7833,1,1,0.7159765404127603,0.0,0.0
2023-07-07,acute_diarrheal_disease,Kerala,Kottayam,Kanjirappally,9.5667,76.7833,0,1,0.6618239399761788,0.1666956105189485,0.1666956105189485
