State,District,Disease,ISO_Year,ISO_Week,Cases,Deaths,Latitude,Longitude,Precipitation,Surface Temperature,LAI,Date
Andaman And Nicobar Islands,Andaman,Acute Diarrhoeal Disease,2019,23,8.0,0.0,13.51111965,92.91738842,0.77260494,301.72,33.0,2019-06-06
Andaman And Nicobar Islands,Andaman,Acute Diarrhoeal Disease,2019,41,30.0,0.0,13.51111965,92.91738842,0.1498575146,298.9066666,42.0,2019-10-09
Andaman And Nicobar Islands,North And Middle Andaman,Acute Diarrhoeal Disease,2013,51,86.0,0.0,12.61123865,92.83165406,0.1881493739,298.2,53.0,2013-12-16
Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,2011,25,128.0,0.0,14.6546235,77.55625984,0.027714734020000003,307.82,,2011-06-26
Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,2011,35,25.0,0.0,14.6546235,77.55625984,0.2521427967,,7.0,2011-09-03
Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,2012,20,25.0,0.0,14.6546235,77.55625984,0.08289797767,312.8,3.0,2012-05-18
Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,2013,23,59.0,0.0,14.6546235,77.55625984,0.1960967701,,2.0,2013-06-04
Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,2013,32,34.0,2.0,14.6546235,77.55625984,0.03424359017,308.62,,2013-08-05
Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,2014,26,12.0,0.0,14.6546235,77.55625984,0.00685651061,307.90500000000003,3.0,2014-06-27
Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,2015,25,71.0,0.0,14.6546235,77.55625984,0.1592405045,313.15000000000003,5.0,2015-06-15
Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,2016,22,11.0,0.0,14.6546235,77.55625984,0.09720540554,312.5,4.0,2016-06-02
Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,2021,9,30.0,0.0,14.6546235,77.55625984,3.87e-05,313.216,,2021-03-05
Andhra Pradesh,Anantapur,Cholera,2012,51,23.0,0.0,14.6546235,77.55625984,9.79e-05,306.06,6.0,2012-12-20
Andhra Pradesh,Anantapur,Malaria,2010,23,68.0,0.0,14.6546235,77.55625984,0.2540483378,311.175,,2010-06-09
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2010,13,14.0,0.0,13.1601048,79.15555062,0.05093987381,310.872,7.0,2010-04-03
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2010,17,30.0,0.0,13.1601048,79.15555062,0.007357521231,309.85200000000003,7.0,2010-04-27
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2010,20,81.0,0.0,13.1601048,79.15555062,0.01809973349,310.2905,11.0,2010-05-17
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2010,24,25.0,3.0,13.1601048,79.15555062,0.41110525789999997,304.84000000000003,11.0,2010-06-14
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2010,30,9.0,0.0,13.1601048,79.15555062,0.0265531894,301.38,,2010-07-28
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2010,45,12.0,0.0,13.1601048,79.15555062,0.9832204595,298.865,13.0,2010-11-13
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2010,46,12.0,0.0,13.1601048,79.15555062,0.3034626315,299.42,13.0,2010-11-15
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2011,25,51.0,0.0,13.1601048,79.15555062,0.02659007207,307.488,,2011-06-25
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2011,32,29.0,0.0,13.2178147,79.0929361,0.06253562373,296.94,9.0,2011-08-09
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2011,44,45.0,0.0,13.1601048,79.15555062,0.72651644,,17.0,2011-11-03
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2011,47,43.0,0.0,13.1601048,79.15555062,0.03873107415,299.90000000000003,,2011-11-25
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2012,23,21.0,1.0,13.1601048,79.15555062,0.08453240705,311.296,,2012-06-09
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2012,26,24.0,0.0,13.1601048,79.15555062,0.1251162156,309.0266666,11.0,2012-06-27
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2012,37,70.0,1.0,13.1601048,79.15555062,0.1577177859,304.78000000000003,10.0,2012-09-10
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2013,5,29.0,0.0,13.1601048,79.15555062,0.0006336637921,303.3566666,9.0,2013-01-31
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2013,7,82.0,0.0,13.1601048,79.15555062,0.005553353091,304.9666666,8.0,2013-02-11
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2013,12,21.0,0.0,13.1601048,79.15555062,0.0009203180385,307.88,,2013-03-21
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2013,16,16.0,0.0,13.1601048,79.15555062,0.007145038897,313.072,8.0,2013-04-20
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2013,18,44.0,0.0,13.1601048,79.15555062,0.002548878307,311.956,7.0,2013-05-03
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2013,47,15.0,0.0,13.1601048,79.15555062,0.294202793,300.62,15.0,2013-11-22
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2014,25,19.0,0.0,13.1601048,79.15555062,0.1034736358,309.17,13.0,2014-06-16
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2014,30,14.0,0.0,13.1601048,79.15555062,0.03713151105,304.98,8.0,2014-07-26
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2014,48,22.0,2.0,13.1601048,79.15555062,0.001506591047,297.495,14.0,2014-11-29
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2015,13,82.0,0.0,13.1601048,79.15555062,0.001338915891,313.108,,2015-03-29
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2015,14,18.0,0.0,13.1601048,79.15555062,0.008543948554,310.95,7.0,2015-04-05
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2015,19,23.0,0.0,13.1601048,79.15555062,0.02483848363,308.93,6.0,2015-05-10
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2015,22,16.0,0.0,13.1601048,79.15555062,0.1061365377,309.49,13.0,2015-05-29
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2015,24,55.0,1.0,13.1601048,79.15555062,0.48945949,306.42,14.0,2015-06-14
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2016,4,52.0,0.0,13.1601048,79.15555062,0.05755587459,302.264,11.0,2016-01-30
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2016,25,75.0,1.0,13.1601048,79.15555062,0.4517175858,302.2,13.0,2016-06-26
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2016,30,11.0,0.0,13.1601048,79.15555062,0.8138324845,304.45,15.0,2016-07-29
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2016,31,32.0,0.0,13.1601048,79.15555062,0.001476693637,299.2466666,17.0,2016-08-07
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2016,39,12.0,0.0,13.1601048,79.15555062,0.2775444993,302.16,,2016-09-29
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2018,6,42.0,0.0,13.1601048,79.15555062,0.09335975988,304.23,11.0,2018-02-11
Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,2019,25,35.0,0.0,13.1601048,79.15555062,0.01858787331,310.12,8.0,2019-06-19
Andhra Pradesh,Chittor,Chikungunya,2013,11,12.0,0.0,13.1601048,79.15555062,0.0001769088606,308.26,10.0,2013-03-15
Andhra Pradesh,Chittor,Dengue,2017,9,63.0,0.0,13.1601048,79.15555062,0.0002700199809,306.12,8.0,2017-03-04
Andhra Pradesh,Cuddapah,Acute Diarrhoeal Disease,2012,20,29.0,0.0,14.4956602,78.8349278,0.1016562317,314.0666666,,2012-05-16
Andhra Pradesh,Cuddapah,Acute Diarrhoeal Disease,2016,24,14.0,0.0,14.4956602,78.8349278,0.296688057,309.54,6.0,2016-06-13
Andhra Pradesh,Cuddapah,Acute Diarrhoeal Disease,2016,28,42.0,0.0,14.4956602,78.8349278,0.1040768561,301.12,9.0,2016-07-12
Andhra Pradesh,Cuddapah,Acute Diarrhoeal Disease,2017,31,51.0,0.0,14.4956602,78.8349278,0.08707381249,308.0466666,6.0,2017-07-31
Andhra Pradesh,Cuddapah,Acute Diarrhoeal Disease,2018,13,25.0,0.0,14.4956602,78.8349278,0.004435096183,310.12333340000004,8.0,2018-03-31
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2010,2,25.0,0.0,16.99842865,81.71561488,0.008943070151,300.535,13.0,2010-01-12
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2011,40,55.0,0.0,16.99842865,81.71561488,0.01923500463,304.14,18.0,2011-10-09
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2012,27,41.0,0.0,16.99842865,81.71561488,0.8395909477,305.8,13.0,2012-07-06
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2012,45,224.0,0.0,16.99842865,81.71561488,1.285813591,299.28000000000003,19.0,2012-11-05
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2013,16,30.0,0.0,16.99842865,81.71561488,0.0006611923121,307.216,10.0,2013-04-16
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2014,31,110.0,0.0,16.99842865,81.71561488,1.741450456,300.55,7.0,2014-07-30
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2015,28,29.0,0.0,16.99842865,81.71561488,0.1025574804,302.88,16.0,2015-07-08
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2015,41,182.0,0.0,16.99842865,81.71561488,0.7861790594,301.65500000000003,,2015-10-07
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2016,10,10.0,0.0,16.99842865,81.71561488,0.03940526049,301.7333334,12.0,2016-03-07
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2016,31,14.0,0.0,16.99842865,81.71561488,1.40035154,,,2016-08-04
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2017,1,15.0,0.0,16.99842865,81.71561488,0.0002294354551,300.392,25.0,2017-01-05
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2017,35,24.0,0.0,16.99842865,81.71561488,0.3244615379,300.93,20.0,2017-09-03
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2017,41,67.0,0.0,16.99842865,81.71561488,0.5780676133,298.09000000000003,17.0,2017-10-09
Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,2018,6,9.0,0.0,16.99842865,81.71561488,3.28e-05,302.7833334,16.0,2018-02-05
Andhra Pradesh,Godavari,Acute Diarrhoeal Disease,2011,11,19.0,0.0,16.99842865,81.71561488,0.001156009842,305.74,13.0,2011-03-19
Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,2010,17,45.0,0.0,16.2915189,80.4541588,0.008228921511,310.272,,2010-05-01
Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,2018,5,7.0,2.0,16.2915189,80.4541588,0.004933707398,304.376,9.0,2018-01-31
Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,2018,9,168.0,0.0,16.2915189,80.4541588,8.66e-05,311.956,8.0,2018-03-04
Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,2018,10,1987.0,4.0,16.2915189,80.4541588,6.73e-05,311.896,,2018-03-06
Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,2018,13,21.0,0.0,16.2915189,80.4541588,0.009486840579,311.656,9.0,2018-03-28
Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,2018,15,19.0,0.0,16.2915189,80.4541588,0.01110698313,311.4833334,7.0,2018-04-13
Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,2018,22,35.0,0.0,16.2915189,80.4541588,0.01701078316,312.0733334,,2018-06-01
Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,2018,24,53.0,0.0,16.2915189,80.4541588,0.1407849073,307.76,5.0,2018-06-14
Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,2019,20,23.0,2.0,16.2915189,80.4541588,0.006561507979,315.024,5.0,2019-05-14
Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,2019,39,38.0,0.0,16.2915189,80.4541588,1.075276598,303.1266666,9.0,2019-09-23
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2009,25,39.0,0.0,14.4752936,78.8216861,0.05305104678,310.14,8.0,2009-06-19
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2009,27,18.0,0.0,14.4752936,78.8216861,0.1197721186,310.12,,2009-07-03
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2009,28,50.0,0.0,14.4752936,78.8216861,0.2257715142,308.84000000000003,,2009-07-11
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2009,51,65.0,0.0,14.4752936,78.8216861,0.007220750371,302.14,9.0,2009-12-15
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2010,19,35.0,0.0,14.4752936,78.8216861,0.01198671829,314.276,5.0,2010-05-10
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2010,20,42.0,0.0,14.4752936,78.8216861,0.02307777675,316.3933334,6.0,2010-05-19
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2010,22,39.0,0.0,14.4752936,78.8216861,0.09689869443,313.3533334,6.0,2010-06-06
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2010,24,153.0,0.0,14.4752936,78.8216861,0.96984204285,309.38,7.0,2010-06-15
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2010,25,20.0,0.0,14.4752936,78.8216861,0.1611383373,307.40000000000003,,2010-06-25
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2010,26,102.0,0.0,14.4752936,78.8216861,0.1809348465566667,308.40000000000003,9.0,2010-07-01
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2010,30,90.0,0.0,14.4752936,78.8216861,0.41130478,,10.0,2010-07-26
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2011,21,32.0,0.0,14.4752936,78.8216861,0.03010703838,312.096,8.0,2011-05-26
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2011,22,42.0,0.0,14.4752936,78.8216861,0.2414661965,310.4533334,7.0,2011-06-03
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2011,28,10.0,0.0,14.4752936,78.8216861,0.1299988478,308.85,5.0,2011-07-14
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2011,42,46.0,0.0,14.4752936,78.8216861,0.0062061692815,306.505,16.0,2011-10-21
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2012,20,42.0,1.0,14.4752936,78.8216861,0.1016562317,314.0666666,,2012-05-16
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2012,49,31.0,0.0,14.4752936,78.8216861,0.4699738272,304.37,14.0,2012-12-08
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2012,50,25.0,0.0,14.4752936,78.8216861,0.3962220285,302.7133334,,2012-12-10
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2013,26,48.0,2.0,14.4752936,78.8216861,0.08256184296,309.6,6.0,2013-06-28
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2015,28,101.0,0.0,14.4752936,78.8216861,0.009533108693,307.27,7.0,2015-07-06
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2015,34,35.0,0.0,14.4752936,78.8216861,0.3022869686,312.68,4.0,2015-08-22
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2015,35,23.0,0.0,14.4752936,78.8216861,0.1314551927,305.06,4.0,2015-08-27
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2016,24,14.0,0.0,14.4752936,78.8216861,0.296688057,309.54,6.0,2016-06-13
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2016,28,42.0,0.0,14.4752936,78.8216861,0.1040768561,301.12,9.0,2016-07-12
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2017,14,48.0,0.0,14.4752936,78.8216861,0.001862683483,313.704,,2017-04-07
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2017,21,62.0,0.0,14.4752936,78.8216861,0.03940527194,315.5733334,6.0,2017-05-22
Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,2019,26,282.0,0.0,14.4752936,78.8216861,0.2276109761,313.94,3.0,2019-06-30
Andhra Pradesh,Kadapa,Chikungunya,2017,11,32.0,0.0,14.4752936,78.8216861,0.01313335307,312.212,7.0,2017-03-18
Andhra Pradesh,Kadapa,Dengue,2014,20,15.0,0.0,14.4752936,78.8216861,0.0001169490468,316.036,,2014-05-17
Andhra Pradesh,Kadapa,Dengue,2015,11,42.0,0.0,14.4752936,78.8216861,0.04333554596,311.19,6.0,2015-03-10
Andhra Pradesh,Kadapa,Dengue,2019,27,6.0,0.0,14.4752936,78.8216861,0.2835273569,313.94,3.0,2019-07-01
Andhra Pradesh,Kadapa,Malaria,2017,28,7.0,0.0,14.4752936,78.8216861,0.1471605754,310.02,7.0,2017-07-10
Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,2010,13,19.0,0.0,16.21399145,81.02572814,0.000686087432,305.53200000000004,11.0,2010-04-04
Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,2011,8,132.0,0.0,16.21399145,81.02572814,0.2278476707,300.628,15.0,2011-02-27
Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,2011,17,106.0,3.0,16.21399145,81.02572814,0.5415081107,307.94,7.0,2011-04-28
Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,2011,50,48.0,0.0,16.21399145,81.02572814,0.03798657977,302.336,9.0,2011-12-13
Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,2013,16,102.0,0.0,16.21399145,81.02572814,0.009029195966,310.368,7.0,2013-04-21
Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,2014,13,31.0,0.0,16.21399145,81.02572814,7.47e-05,306.15000000000003,15.0,2014-03-26
Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,2014,50,25.0,0.0,16.21399145,81.02572814,0.0003007048705,300.37,14.0,2014-12-09
Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,2015,46,25.0,0.0,16.21399145,81.02572814,0.08084867334,301.012,,2015-11-09
Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,2018,14,28.0,0.0,16.21399145,81.02572814,0.01054846624,305.64,,2018-04-06
Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,2022,17,30.0,0.0,16.21399145,81.02572814,0.001602218663,308.756,7.0,2022-04-28
Andhra Pradesh,Krishna,Dengue,2011,35,45.0,0.0,16.21399145,81.02572814,0.5729812104,300.82,9.0,2011-08-31
Andhra Pradesh,Krishna,Dengue,2011,36,30.0,0.0,16.21399145,81.02572814,0.02856716243,304.56,14.0,2011-09-07
Andhra Pradesh,Krishna,Dengue,2015,29,140.0,0.0,16.21399145,81.02572814,0.09276153657,305.325,5.0,2015-07-15
Andhra Pradesh,Krishna,Dengue,2018,21,35.0,0.0,16.21399145,81.02572814,0.007031868493,305.4966666,4.0,2018-05-22
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2010,23,22.0,0.0,15.8309251,78.0425373,0.04048025423,314.225,,2010-06-09
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2011,17,71.0,0.0,15.8309251,78.0425373,0.0430614165,312.96,7.0,2011-04-27
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2011,22,183.0,0.0,15.8309251,78.0425373,0.08862595967,314.135,6.0,2011-05-30
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2011,23,22.0,0.0,15.8309251,78.0425373,0.1991433943,310.88,,2011-06-09
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2011,25,78.0,0.0,15.8309251,78.0425373,0.04302627188,308.54,4.0,2011-06-24
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2011,27,121.0,0.0,15.8309251,78.0425373,0.4360617358,306.2,6.0,2011-07-10
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2011,30,61.0,0.0,15.8309251,78.0425373,0.9857051618,303.18,4.0,2011-07-30
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2012,35,28.0,0.0,15.8309251,78.0425373,0.4921974488,299.64,6.0,2012-08-30
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2012,39,18.0,0.0,15.8309251,78.0425373,0.008389028539,307.41,15.0,2012-09-27
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2012,41,22.0,2.0,15.8309251,78.0425373,0.1665819417,301.935,16.0,2012-10-10
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2013,29,50.0,1.0,15.8309251,78.0425373,0.5152907256,,,2013-07-19
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2013,30,99.0,0.0,15.8309251,78.0425373,0.7500775955,,4.0,2013-07-22
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2013,46,24.0,2.0,15.8309251,78.0425373,0.0001787720902,303.988,14.0,2013-11-12
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2013,47,19.0,1.0,15.8309251,78.0425373,0.1097304627,301.7066666,11.0,2013-11-18
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2015,21,34.0,0.0,15.8309251,78.0425373,0.0271350511,310.176,6.0,2015-05-23
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2016,7,11.0,0.0,15.8309251,78.0425373,8.36e-05,311.1766666,,2016-02-17
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2016,23,34.0,0.0,15.8309251,78.0425373,0.61201615,,5.0,2016-06-11
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2017,19,28.0,0.0,15.8309251,78.0425373,0.04057648441,318.66,4.0,2017-05-11
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2017,21,43.0,0.0,15.8309251,78.0425373,0.006801795772,317.02,,2017-05-25
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2018,8,27.0,0.0,15.8309251,78.0425373,7.8e-05,309.112,6.0,2018-02-21
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2019,15,42.0,0.0,15.8309251,78.0425373,0.02615758416,317.156,,2019-04-14
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2019,40,91.0,0.0,15.8309251,78.0425373,0.1976218729,301.9166667,16.0,2019-09-30
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2019,50,60.0,0.0,15.8309251,78.0425373,0.009241834235,301.62,12.0,2019-12-09
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2021,7,24.0,1.0,15.8309251,78.0425373,0.007255567001,306.6,8.0,2021-02-20
Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,2021,29,41.0,3.0,15.8309251,78.0425373,1.222079249,300.2,6.0,2021-07-25
Andhra Pradesh,Kurnool,Cholera,2015,8,22.0,0.0,15.8309251,78.0425373,0.0001869740084,311.44,,2015-02-18
Andhra Pradesh,Nandyal,Acute Diarrhoeal Disease,2022,20,21.0,1.0,15.52481495,78.41517104,0.4907972928,303.26,,2022-05-16
Andhra Pradesh,Nandyal,Acute Diarrhoeal Disease,2022,22,10.0,0.0,15.52481495,78.41517104,0.0003646042804,307.456,16.0,2022-05-31
Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,2009,26,43.0,0.0,13.4923257,79.202539,0.1331302201,309.73,10.0,2009-06-27
Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,2010,38,27.0,1.0,13.4923257,79.202539,0.09589897066,303.94,16.0,2010-09-24
Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,2010,46,38.0,0.0,13.4923257,79.202539,0.6782579387,299.22,15.0,2010-11-20
Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,2011,24,81.0,1.0,13.4923257,79.202539,0.09398346726,,9.0,2011-06-19
Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,2011,27,15.0,0.0,13.4923257,79.202539,0.2991829626,311.16,10.0,2011-07-05
Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,2011,28,31.0,1.0,13.4923257,79.202539,0.08416464069,306.9666666,6.0,2011-07-14
Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,2012,1,10.0,0.0,13.4923257,79.202539,0.1145493093,300.96500000000003,13.0,2012-01-06
Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,2013,31,27.0,0.0,13.4923257,79.202539,0.1091315018,306.68,9.0,2013-08-01
Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,2014,2,32.0,0.0,13.4923257,79.202539,0.005329409554,303.54,11.0,2014-01-07
Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,2015,20,32.0,0.0,13.4923257,79.202539,0.02226700101,309.90000000000003,5.0,2015-05-12
Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,2015,42,48.0,0.0,13.4923257,79.202539,0.5927571458,304.05,,2015-10-15
Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,2015,49,14.0,0.0,13.4923257,79.202539,0.9864755403,299.46,13.0,2015-12-06
Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,2016,21,16.0,0.0,13.4923257,79.202539,0.002134173655,307.7366666,10.0,2016-05-27
Andhra Pradesh,Nellore,Dengue,2015,34,13.0,0.0,13.4923257,79.202539,0.217519348,308.5733334,,2015-08-20
Andhra Pradesh,Nellore,Malaria,2015,34,11.0,0.0,13.4923257,79.202539,0.2150921465,309.38,10.0,2015-08-19
Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,2009,26,12.0,0.0,15.6589741,79.47164373,0.1312363003,314.75333340000003,,2009-06-25
Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,2010,7,11.0,0.0,15.6589741,79.47164373,0.001624101508,307.464,8.0,2010-02-19
Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,2010,8,31.0,0.0,15.6589741,79.47164373,0.007760541257,308.968,,2010-02-25
Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,2010,16,26.0,0.0,15.6589741,79.47164373,0.01063122106,315.796,6.0,2010-04-19
Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,2010,17,13.0,0.0,15.6589741,79.47164373,0.01731948379,312.48,,2010-05-01
Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,2010,26,37.0,0.0,15.6589741,79.47164373,0.1133148257,310.56,9.0,2010-06-30
Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,2010,28,44.0,0.0,15.6589741,79.47164373,0.08708779789,303.8866666,12.0,2010-07-14
Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,2010,30,30.0,1.0,15.6589741,79.47164373,0.617833668,,5.0,2010-07-26
Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,2010,43,22.0,0.0,15.6589741,79.47164373,0.288185725,301.48,7.0,2010-10-26
Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,2011,25,56.0,0.0,15.6589741,79.47164373,0.003870045437,312.76,6.0,2011-06-23
Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,2011,45,20.0,0.0,15.6589741,79.47164373,8.42e-05,306.996,11.0,2011-11-13
