State,District,Disease,ISO_Year,ISO_Week,Cases,Deaths,Latitude,Longitude,Precipitation,Surface Temperature,LAI,Date
Maharashtra,Nasik,Chikungunya,2011,47,17.0,0.0,20.0112475,73.7902364,9.65e-05,306.7,8.0,2011-11-21
Maharashtra,Nasik,Chikungunya,2013,44,22.0,0.0,20.0112475,73.7902364,0.01860046276,301.90000000000003,13.0,2013-10-28
Maharashtra,Nasik,Chikungunya,2016,49,9.0,0.0,20.0112475,73.7902364,0.0001905990003,303.612,9.0,2016-12-07
Maharashtra,Nasik,Chikungunya,2016,51,15.0,0.0,20.0112475,73.7902364,0.002168585966,304.17,9.0,2016-12-20
Maharashtra,Nasik,Chikungunya,2017,46,60.0,0.0,20.0112475,73.7902364,3e-05,304.86,9.0,2017-11-13
Maharashtra,Nasik,Chikungunya,2018,16,66.0,0.0,20.0112475,73.7902364,0.003291825075,317.124,6.0,2018-04-17
Maharashtra,Nasik,Chikungunya,2018,18,137.0,0.0,20.0112475,73.7902364,0.0002101251941,319.048,5.0,2018-05-05
Maharashtra,Nasik,Chikungunya,2018,28,28.0,0.0,20.0112475,73.7902364,1.258657813,,,2018-07-12
Maharashtra,Nasik,Chikungunya,2018,31,73.0,0.0,20.0112475,73.7902364,0.3740681367,299.73,,2018-08-04
Maharashtra,Nasik,Chikungunya,2018,44,30.0,0.0,20.0112475,73.7902364,0.002332051973,308.04400000000004,10.0,2018-10-29
Maharashtra,Nasik,Chikungunya,2020,45,32.0,0.0,20.0112475,73.7902364,0.004162033368,303.9966666,16.0,2020-11-06
Maharashtra,Nasik,Chikungunya,2020,49,8.0,0.0,20.0112475,73.7902364,0.0008915244476,303.74,10.0,2020-12-04
Maharashtra,Nasik,Chikungunya,2020,51,9.0,0.0,20.0112475,73.7902364,0.09058216069,300.41,,2020-12-18
Maharashtra,Nasik,Chikungunya,2021,11,11.0,0.0,20.0112475,73.7902364,5.56e-05,310.6566666,7.0,2021-03-18
Maharashtra,Nasik,Chikungunya,2021,20,6.0,0.0,20.0112475,73.7902364,0.2612602835,312.09000000000003,7.0,2021-05-19
Maharashtra,Nasik,Chikungunya,2021,24,53.0,0.0,20.0112475,73.7902364,0.2630178863,304.28000000000003,,2021-06-18
Maharashtra,Nasik,Cholera,2016,38,79.0,0.0,20.0112475,73.7902364,1.132765083,301.38,17.0,2016-09-24
Maharashtra,Nasik,Cholera,2018,22,195.0,3.0,20.0112475,73.7902364,0.0232925069,312.8866666,5.0,2018-05-28
Maharashtra,Nasik,Cholera,2019,42,289.0,0.0,20.0112475,73.7902364,0.1675463261,303.756,15.0,2019-10-17
Maharashtra,Nasik,Dengue,2009,36,39.0,0.0,20.0112475,73.7902364,0.4474799293,295.82,6.0,2009-08-31
Maharashtra,Nasik,Dengue,2009,38,57.0,0.0,20.0112475,73.7902364,0.3437777824,301.06,21.0,2009-09-15
Maharashtra,Nasik,Dengue,2011,30,2.0,1.0,20.0112475,73.7902364,0.5663983237,277.14,4.0,2011-07-26
Maharashtra,Nasik,Dengue,2011,49,6.0,1.0,20.0112475,73.7902364,4.46e-05,306.06333340000003,8.0,2011-12-09
Maharashtra,Nasik,Dengue,2012,16,16.0,0.0,20.0112475,73.7902364,0.00453315594,316.672,5.0,2012-04-20
Maharashtra,Nasik,Dengue,2012,45,20.0,0.0,20.0112475,73.7902364,0.0002178314227,305.06333340000003,,2012-11-08
Maharashtra,Nasik,Dengue,2012,50,22.0,1.0,20.0112475,73.7902364,0.0508465061,303.9566666,,2012-12-10
Maharashtra,Nasik,Dengue,2013,39,54.0,0.0,20.0112475,73.7902364,1.535551621,298.155,8.0,2013-09-23
Maharashtra,Nasik,Dengue,2014,23,24.0,0.0,20.0112475,73.7902364,0.1594878922,312.3966666,,2014-06-02
Maharashtra,Nasik,Dengue,2014,32,10.0,0.0,20.0112475,73.7902364,1.012877882,296.42,4.0,2014-08-08
Maharashtra,Nasik,Dengue,2014,36,26.0,0.0,20.0112475,73.7902364,3.080969198,,5.0,2014-09-01
Maharashtra,Nasik,Dengue,2014,41,10.0,0.0,20.0112475,73.7902364,0.1019110467,304.5966666,19.0,2014-10-09
Maharashtra,Nasik,Dengue,2014,45,27.0,0.0,20.0112475,73.7902364,5.36e-05,306.46,9.0,2014-11-05
Maharashtra,Nasik,Dengue,2015,21,29.0,0.0,20.0112475,73.7902364,0.003372753075,316.2766666,,2015-05-24
Maharashtra,Nasik,Dengue,2015,32,10.0,0.0,20.0112475,73.7902364,0.4870072432,297.36,5.0,2015-08-08
Maharashtra,Nasik,Dengue,2015,41,18.0,0.0,20.0112475,73.7902364,0.4181637434,303.05,,2015-10-07
Maharashtra,Nasik,Dengue,2015,51,10.0,0.0,20.0112475,73.7902364,0.001370455503,304.628,10.0,2015-12-17
Maharashtra,Nasik,Dengue,2016,17,20.0,1.0,20.0112475,73.7902364,0.002772524939,316.8266666,5.0,2016-04-25
Maharashtra,Nasik,Dengue,2016,19,4.0,1.0,20.0112475,73.7902364,0.09263780485,318.7666666,6.0,2016-05-10
Maharashtra,Nasik,Dengue,2016,24,32.0,0.0,20.0112475,73.7902364,0.16901240325,312.8435,4.0,2016-06-13
Maharashtra,Nasik,Dengue,2017,39,7.0,1.0,20.0112475,73.7902364,0.07059878798,303.25333340000003,19.0,2017-10-01
Maharashtra,Nasik,Dengue,2018,8,4.0,1.0,20.0112475,73.7902364,0.0001015017778,307.69,6.0,2018-02-21
Maharashtra,Nasik,Dengue,2018,40,14.0,3.0,20.0112475,73.7902364,0.199977881,304.168,20.0,2018-10-05
Maharashtra,Nasik,Dengue,2018,43,27.0,1.0,20.0112475,73.7902364,0.002509383523,308.124,10.0,2018-10-28
Maharashtra,Nasik,Malaria,2009,37,34.0,1.0,20.0112475,73.7902364,0.2447636287,300.7866666,15.0,2009-09-12
Maharashtra,Nasik,Malaria,2010,26,24.0,0.0,20.0112475,73.7902364,0.3902859478,306.84000000000003,7.0,2010-06-29
Maharashtra,Nasik,Malaria,2011,15,61.0,1.0,20.0112475,73.7902364,0.006124711444,315.97200000000004,5.0,2011-04-17
Maharashtra,Nasik,Malaria,2013,24,25.0,0.0,20.0112475,73.7902364,0.6287406888,309.0933334,2.0,2013-06-14
Maharashtra,Nasik,Malaria,2014,33,65.0,0.0,20.0112475,73.7902364,0.4786675808,300.6,8.0,2014-08-15
Maharashtra,Nasik,Malaria,2015,39,36.0,0.0,20.0112475,73.7902364,1.461111818,297.3466666,,2015-09-22
Maharashtra,Osmanabad,AES,2017,40,24.0,0.0,18.16984395,76.11796321,0.3157613658,308.41,,2017-10-07
Maharashtra,Osmanabad,Acute Diarrhoeal Disease,2009,53,23.0,0.0,18.16984395,76.11796321,0.01311970328,306.396,7.0,2009-12-29
Maharashtra,Osmanabad,Acute Diarrhoeal Disease,2011,41,27.0,0.0,18.16984395,76.11796321,0.2650476673,308.755,,2011-10-15
Maharashtra,Osmanabad,Acute Diarrhoeal Disease,2012,48,102.0,0.0,18.16984395,76.11796321,0.01367871891,305.372,7.0,2012-11-29
Maharashtra,Osmanabad,Acute Diarrhoeal Disease,2012,49,65.0,0.0,18.16984395,76.11796321,0.001327137461,307.72,7.0,2012-12-03
Maharashtra,Osmanabad,Acute Diarrhoeal Disease,2013,31,16.0,0.0,18.16984395,76.11796321,1.102604394,,5.0,2013-08-03
Maharashtra,Osmanabad,Acute Diarrhoeal Disease,2014,29,37.0,0.0,18.16984395,76.11796321,1.296024763,,2.0,2014-07-14
Maharashtra,Osmanabad,Acute Diarrhoeal Disease,2014,30,37.0,0.0,18.16984395,76.11796321,0.4879185385,308.48,4.0,2014-07-21
Maharashtra,Osmanabad,Acute Diarrhoeal Disease,2016,22,55.0,0.0,18.16984395,76.11796321,0.05239834333,319.288,1.0,2016-06-03
Maharashtra,Osmanabad,Acute Diarrhoeal Disease,2016,39,31.0,0.0,18.16984395,76.11796321,0.3776196185,302.81,12.0,2016-10-01
Maharashtra,Osmanabad,Acute Diarrhoeal Disease,2017,24,368.0,0.0,18.16984395,76.11796321,0.4001070088,308.22,3.0,2017-06-12
Maharashtra,Osmanabad,Chikungunya,2011,38,26.0,0.0,18.16984395,76.11796321,0.07189483971,306.23,10.0,2011-09-23
Maharashtra,Osmanabad,Chikungunya,2011,40,26.0,0.0,18.16984395,76.11796321,0.1813737367,307.89,,2011-10-07
Maharashtra,Osmanabad,Chikungunya,2013,29,30.0,0.0,18.16984395,76.11796321,1.047265867,302.54,3.0,2013-07-15
Maharashtra,Osmanabad,Chikungunya,2015,47,18.0,0.0,18.16984395,76.11796321,3.69e-05,309.8533334,5.0,2015-11-20
Maharashtra,Osmanabad,Chikungunya,2017,50,17.0,0.0,18.16984395,76.11796321,0.003459001668,304.7766666,,2017-12-11
Maharashtra,Osmanabad,Chikungunya,2019,37,46.0,0.0,18.16984395,76.11796321,0.8562232641,,8.0,2019-09-10
Maharashtra,Osmanabad,Chikungunya,2021,37,15.0,0.0,18.16984395,76.11796321,0.2647567631,298.6666666,10.0,2021-09-18
Maharashtra,Osmanabad,Chikungunya,2021,39,5.0,1.0,18.16984395,76.11796321,1.49759568,302.43,,2021-09-29
Maharashtra,Osmanabad,Cholera,2017,28,3.0,0.0,18.16984395,76.11796321,0.108867075,309.7466666,,2017-07-11
Maharashtra,Osmanabad,Dengue,2012,37,35.0,0.0,18.16984395,76.11796321,0.3708471616,301.8333334,7.0,2012-09-10
Maharashtra,Osmanabad,Dengue,2012,43,16.0,1.0,18.16984395,76.11796321,0.1760734899,311.41,,2012-10-22
Maharashtra,Osmanabad,Dengue,2014,32,10.0,1.0,18.16984395,76.11796321,0.4268564407,306.24,7.0,2014-08-07
Maharashtra,Osmanabad,Dengue,2018,19,11.0,0.0,18.16984395,76.11796321,0.002483980371,318.7933334,3.0,2018-05-11
Maharashtra,Osmanabad,Dengue,2020,46,9.0,0.0,18.16984395,76.11796321,8.75e-05,307.676,7.0,2020-11-11
Maharashtra,Osmanabad,Dengue,2021,22,7.0,1.0,18.16984395,76.11796321,0.2700335578,313.328,,2021-06-02
Maharashtra,Osmanabad,Dengue,2021,29,4.0,0.0,18.16984395,76.11796321,1.374420463,300.42,8.0,2021-07-23
Maharashtra,Osmanabad,Dengue & Chikungunya,2020,44,7.0,0.0,18.16984395,76.11796321,0.007537283688,304.896,,2020-10-31
Maharashtra,Osmanabad (Maharashtra),Dengue,2016,11,18.0,0.0,18.16984395,76.11796321,0.0007361318031,322.028,2.0,2016-03-19
Maharashtra,Palghar,AES,2017,32,18.0,1.0,19.684661,72.82491116,0.334975779,299.1333334,14.0,2017-08-07
Maharashtra,Palghar,Acute Diarrhoeal Disease,2018,18,19.0,0.0,19.684661,72.82491116,0.0004634998731,313.1633334,10.0,2018-05-03
Maharashtra,Palghar,Acute Diarrhoeal Disease,2018,20,59.0,0.0,19.684661,72.82491116,0.00153564949,310.28000000000003,,2018-05-17
Maharashtra,Palghar,Acute Diarrhoeal Disease,2019,29,9.0,0.0,19.684661,72.82491116,0.3040429281,302.02,,2019-07-19
Maharashtra,Palghar,Dengue,2017,45,7.0,1.0,19.684661,72.82491116,8.38e-05,304.9466666,15.0,2017-11-07
Maharashtra,Palghar,Dengue,2017,46,20.0,0.0,19.684661,72.82491116,3e-05,305.14,13.0,2017-11-13
Maharashtra,Palghar,Dengue,2018,26,10.0,0.0,19.684661,72.82491116,1.962859083,306.46,,2018-06-25
Maharashtra,Palghar,Dengue,2019,21,8.0,0.0,19.684661,72.82491116,0.0002743511347,314.75333340000003,,2019-05-24
Maharashtra,Palghar,Dengue,2019,32,143.0,0.0,19.684661,72.82491116,2.091814934,,1.0,2019-08-11
Maharashtra,Palghar,Dengue,2019,47,16.0,0.0,19.684661,72.82491116,0.0008463301457,303.332,16.0,2019-11-22
Maharashtra,Parbhani,AES,2017,43,10.0,0.0,19.29031365,76.60290343,0.02386665664,302.8833334,,2017-10-23
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2010,27,61.0,0.0,19.29031365,76.60290343,2.304096889,303.56,2.0,2010-07-09
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2010,28,31.0,0.0,19.29031365,76.60290343,0.3396397973,306.43,4.0,2010-07-18
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2010,29,39.0,0.0,19.29031365,76.60290343,0.3678758775,305.39,,2010-07-19
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2010,30,33.0,0.0,19.29031365,76.60290343,0.9712524736,,3.0,2010-08-01
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2012,35,14.0,0.0,19.29031365,76.60290343,0.1991568221,302.61,,2012-08-28
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2013,28,59.0,0.0,19.29031365,76.60290343,0.2134294921,,2.0,2013-07-08
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2014,9,47.0,0.0,19.29031365,76.60290343,0.112009218,307.0,7.0,2014-03-02
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2014,46,32.0,0.0,19.29031365,76.60290343,0.08710501478,308.6,8.0,2014-11-11
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2015,16,24.0,0.0,19.29031365,76.60290343,0.3435382668,311.948,4.0,2015-04-17
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2016,18,25.0,0.0,19.29031365,76.60290343,0.05332568989,326.3,3.0,2016-05-06
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2016,19,127.0,0.0,19.29031365,76.60290343,0.06057607148,323.47,3.0,2016-05-12
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2016,26,52.0,0.0,19.29031365,76.60290343,0.8976608583,315.32,,2016-07-03
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2017,44,32.0,0.0,19.29031365,76.60290343,0.003030151122,306.82,,2017-11-01
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2018,22,35.0,0.0,19.29031365,76.60290343,0.1153558791,316.94,2.0,2018-06-03
Maharashtra,Parbhani,Acute Diarrhoeal Disease,2020,41,66.0,0.0,19.29031365,76.60290343,0.06249646935,304.355,18.0,2020-10-05
Maharashtra,Parbhani,Chikungunya,2011,33,57.0,0.0,19.29031365,76.60290343,0.2515310148,301.57,6.0,2011-08-15
Maharashtra,Parbhani,Cholera,2012,29,174.0,1.0,19.29031365,76.60290343,0.09344685516,307.76,3.0,2012-07-17
Maharashtra,Parbhani,Dengue,2017,44,14.0,0.0,19.29031365,76.60290343,0.003007790252,306.928,13.0,2017-11-02
Maharashtra,Parbhani,Dengue,2019,36,32.0,1.0,19.29031365,76.60290343,0.904093517,,9.0,2019-09-07
Maharashtra,Pune,AES,2017,40,9.0,0.0,18.521428,73.8544541,0.0892743175,304.6266666,17.0,2017-10-06
Maharashtra,Pune,Acute Diarrhoeal Disease,2010,9,131.0,0.0,18.521428,73.8544541,4.61e-05,311.57,,2010-03-05
Maharashtra,Pune,Acute Diarrhoeal Disease,2011,21,141.0,0.0,18.521428,73.8544541,0.06051123648,312.2033334,5.0,2011-05-26
Maharashtra,Pune,Acute Diarrhoeal Disease,2011,25,311.0,0.0,18.521428,73.8544541,0.5102087662,300.08,4.0,2011-06-20
Maharashtra,Pune,Acute Diarrhoeal Disease,2013,11,75.0,0.0,18.521428,73.8544541,6.8e-05,315.1733334,5.0,2013-03-15
Maharashtra,Pune,Acute Diarrhoeal Disease,2013,42,50.0,0.0,18.521428,73.8544541,0.1200245707,302.57,,2013-10-15
Maharashtra,Pune,Acute Diarrhoeal Disease,2014,35,36.0,0.0,18.521428,73.8544541,1.062114181,303.08,11.0,2014-08-27
Maharashtra,Pune,Acute Diarrhoeal Disease,2015,7,55.0,0.0,18.521428,73.8544541,0.02039751792,306.7033334,6.0,2015-02-14
Maharashtra,Pune,Acute Diarrhoeal Disease,2015,14,7.0,0.0,18.521428,73.8544541,0.07475160707,311.7633334,8.0,2015-03-31
Maharashtra,Pune,Acute Diarrhoeal Disease,2015,20,10.0,0.0,18.521428,73.8544541,0.09445700622,316.144,7.0,2015-05-11
Maharashtra,Pune,Acute Diarrhoeal Disease,2015,26,154.0,0.0,18.521428,73.8544541,1.529572784,,,2015-06-25
Maharashtra,Pune,Acute Diarrhoeal Disease,2015,30,36.0,0.0,18.521428,73.8544541,0.5035767131,,2.0,2015-07-23
Maharashtra,Pune,Acute Diarrhoeal Disease,2015,39,35.0,0.0,18.521428,73.8544541,0.1464324479,301.825,17.0,2015-09-26
Maharashtra,Pune,Acute Diarrhoeal Disease,2015,44,65.0,0.0,18.521428,73.8544541,0.004464526676,305.125,12.0,2015-10-29
Maharashtra,Pune,Acute Diarrhoeal Disease,2016,22,32.0,0.0,18.521428,73.8544541,0.08374067469,311.656,,2016-05-31
Maharashtra,Pune,Acute Diarrhoeal Disease,2019,39,45.0,0.0,18.521428,73.8544541,1.012672241,301.04,,2019-09-29
Maharashtra,Pune,Acute Diarrhoeal Disease,2022,20,97.0,0.0,18.521428,73.8544541,0.009360110755,310.9133334,6.0,2022-05-20
Maharashtra,Pune,Chikungunya,2016,14,24.0,0.0,18.521428,73.8544541,0.000185409968,317.3333334,5.0,2016-04-04
Maharashtra,Pune,Chikungunya,2016,16,24.0,0.0,18.521428,73.8544541,0.0003524811073,321.19333340000003,5.0,2016-04-19
Maharashtra,Pune,Chikungunya,2016,20,137.0,0.0,18.521428,73.8544541,0.05586967941,310.3266666,5.0,2016-05-20
Maharashtra,Pune,Chikungunya,2017,24,128.0,0.0,18.521428,73.8544541,0.471897797,310.84000000000003,6.0,2017-06-12
Maharashtra,Pune,Chikungunya,2017,36,10.0,0.0,18.521428,73.8544541,0.8376791424,296.48,13.0,2017-09-04
Maharashtra,Pune,Chikungunya,2018,15,18.0,0.0,18.521428,73.8544541,0.01842531364,317.74333340000004,,2018-04-14
Maharashtra,Pune,Chikungunya,2018,40,33.0,0.0,18.521428,73.8544541,0.3281831846,304.952,17.0,2018-10-02
Maharashtra,Pune,Chikungunya,2020,44,7.0,0.0,18.521428,73.8544541,0.4427031901,301.58,21.0,2020-10-27
Maharashtra,Pune,Chikungunya,2021,6,25.0,0.0,18.521428,73.8544541,9.5e-05,305.296,9.0,2021-02-08
Maharashtra,Pune,Chikungunya,2021,22,6.0,0.0,18.521428,73.8544541,0.3985516351,309.332,,2021-06-01
Maharashtra,Pune,Chikungunya,2021,23,42.0,0.0,18.521428,73.8544541,1.023137245,304.635,8.0,2021-06-07
Maharashtra,Pune,Chikungunya,2021,29,5.0,0.0,18.521428,73.8544541,1.56877296,300.22,5.0,2021-07-22
Maharashtra,Pune,Chikungunya,2021,32,7.0,0.0,18.521428,73.8544541,0.2316700784,298.24,,2021-08-13
Maharashtra,Pune,Cholera,2011,29,46.0,0.0,18.521428,73.8544541,1.405453239,,3.0,2011-07-22
Maharashtra,Pune,Cholera,2011,35,7.0,1.0,18.521428,73.8544541,1.392534534,,,2011-08-29
Maharashtra,Pune,Cholera,2013,39,8.0,0.0,18.521428,73.8544541,0.5463138027,301.25,10.0,2013-09-25
Maharashtra,Pune,Dengue,2011,34,11.0,1.0,18.521428,73.8544541,0.6595170596,296.92,7.0,2011-08-27
Maharashtra,Pune,Dengue,2011,51,17.0,0.0,18.521428,73.8544541,7.14e-05,302.40000000000003,9.0,2011-12-20
Maharashtra,Pune,Dengue,2012,19,6.0,1.0,18.521428,73.8544541,0.0004693079357,317.368,,2012-05-07
Maharashtra,Pune,Dengue,2016,1,22.0,0.0,18.521428,73.8544541,2.19e-05,303.36400000000003,,2016-01-08
Maharashtra,Pune,Dengue,2016,14,47.0,0.0,18.521428,73.8544541,0.000185409968,317.3333334,5.0,2016-04-04
Maharashtra,Pune,Dengue,2016,16,24.0,0.0,18.521428,73.8544541,0.01879334041,318.5566666,5.0,2016-04-24
Maharashtra,Pune,Dengue,2016,29,31.0,1.0,18.521428,73.8544541,0.3972179572,302.15000000000003,,2016-07-19
Maharashtra,Pune,Dengue,2017,19,26.0,0.0,18.521428,73.8544541,0.08747467339,317.99,6.0,2017-05-12
Maharashtra,Pune,Dengue,2017,30,8.0,1.0,18.521428,73.8544541,0.8413701846,297.71,11.0,2017-07-29
Maharashtra,Pune,Dengue,2017,33,40.0,0.0,18.521428,73.8544541,0.2717663555,300.71,8.0,2017-08-19
Maharashtra,Pune,Dengue,2017,35,6.0,1.0,18.521428,73.8544541,0.7018421244,300.3,,2017-08-29
Maharashtra,Pune,Dengue,2017,39,13.0,2.0,18.521428,73.8544541,0.2811133351,302.69333340000003,19.0,2017-09-28
Maharashtra,Pune,Dengue,2017,43,1.0,1.0,18.521428,73.8544541,0.0572075111,305.648,14.0,2017-10-28
Maharashtra,Pune,Dengue,2017,45,3.0,1.0,18.521428,73.8544541,6.91e-05,304.3333334,18.0,2017-11-06
Maharashtra,Pune,Dengue,2018,38,51.0,0.0,18.521428,73.8544541,0.1302601564,304.7333334,16.0,2018-09-23
Maharashtra,Pune,Dengue,2018,40,51.0,0.0,18.521428,73.8544541,0.3435667594,303.928,17.0,2018-10-04
Maharashtra,Pune,Dengue,2019,31,82.0,0.0,18.521428,73.8544541,2.497719256,,1.0,2019-08-03
Maharashtra,Pune,Dengue,2019,32,2.0,0.0,18.521428,73.8544541,4.012694379,,5.0,2019-08-08
Maharashtra,Pune,Dengue,2019,35,44.0,0.0,18.521428,73.8544541,0.405408928,301.895,9.0,2019-09-01
Maharashtra,Pune,Dengue,2020,23,5.0,0.0,18.521428,73.8544541,0.03381872236,315.49,,2020-06-01
Maharashtra,Pune,Dengue,2020,47,16.0,1.0,18.521428,73.8544541,0.001230150582,303.496,16.0,2020-11-18
Maharashtra,Pune,Dengue,2021,23,23.0,0.0,18.521428,73.8544541,1.023137245,304.635,8.0,2021-06-07
Maharashtra,Pune,Dengue,2021,25,6.0,0.0,18.521428,73.8544541,0.3569411311,301.40500000000003,10.0,2021-06-24
Maharashtra,Pune,Dengue,2022,16,12.0,0.0,18.521428,73.8544541,0.01502899002,314.96,,2022-04-23
Maharashtra,Pune,Dengue,2022,20,21.0,0.0,18.521428,73.8544541,0.008698042455,309.265,,2022-05-16
Maharashtra,Pune,Dengue & Chikungunya,2019,43,4.0,0.0,18.521428,73.8544541,1.0779653,294.56,11.0,2019-10-25
Maharashtra,Raigad,Acute Diarrhoeal Disease,2010,26,12.0,0.0,18.4928092,73.13807095,0.5895926865,298.58,8.0,2010-07-02
Maharashtra,Raigad,Acute Diarrhoeal Disease,2010,40,12.0,0.0,18.4928092,73.13807095,0.723531365,300.80400000000003,,2010-10-07
Maharashtra,Raigad,Acute Diarrhoeal Disease,2011,28,101.0,0.0,18.4928092,73.13807095,1.642483647,294.96,,2011-07-11
Maharashtra,Raigad,Acute Diarrhoeal Disease,2011,31,29.0,0.0,18.4928092,73.13807095,3.780674599,,,2011-08-05
Maharashtra,Raigad,Acute Diarrhoeal Disease,2011,41,89.0,0.0,18.4928092,73.13807095,0.5531600728,301.132,,2011-10-15
Maharashtra,Raigad,Acute Diarrhoeal Disease,2011,48,27.0,0.0,18.4928092,73.13807095,0.04008321143,304.84000000000003,14.0,2011-12-04
Maharashtra,Raigad,Acute Diarrhoeal Disease,2012,7,18.0,1.0,18.4928092,73.13807095,9.47e-05,305.84000000000003,8.0,2012-02-15
Maharashtra,Raigad,Acute Diarrhoeal Disease,2012,27,59.0,0.0,18.4928092,73.13807095,1.448699344,,7.0,2012-07-07
Maharashtra,Raigad,Acute Diarrhoeal Disease,2013,2,110.0,2.0,18.4928092,73.13807095,6.87e-05,303.4766666,,2013-01-09
Maharashtra,Raigad,Acute Diarrhoeal Disease,2013,37,67.0,0.0,18.4928092,73.13807095,0.833964317,299.19,23.0,2013-09-12
Maharashtra,Raigad,Acute Diarrhoeal Disease,2014,51,49.0,0.0,18.4928092,73.13807095,0.08871151979,301.65000000000003,,2014-12-18
Maharashtra,Raigad,Acute Diarrhoeal Disease,2016,43,5.0,1.0,18.4928092,73.13807095,0.0002660193913,303.216,21.0,2016-10-27
Maharashtra,Raigad,Acute Diarrhoeal Disease,2016,44,28.0,0.0,18.4928092,73.13807095,0.0001136509,304.13,21.0,2016-11-03
Maharashtra,Raigad,Acute Diarrhoeal Disease,2018,28,50.0,0.0,18.4928092,73.13807095,1.839173068,296.3,,2018-07-12
Maharashtra,Raigad,Acute Diarrhoeal Disease,2019,22,53.0,0.0,18.4928092,73.13807095,0.003058341195,313.096,,2019-06-01
Maharashtra,Raigad,Acute Diarrhoeal Disease,2019,39,32.0,0.0,18.4928092,73.13807095,1.857138872,298.57,19.0,2019-09-23
Maharashtra,Raigad,Chikungunya,2016,18,9.0,0.0,18.4928092,73.13807095,0.001138335289,316.05,9.0,2016-05-04
Maharashtra,Raigad,Cholera,2011,28,161.0,0.0,18.4928092,73.13807095,1.642483647,294.96,,2011-07-11
Maharashtra,Raigad,Cholera,2015,14,22.0,0.0,18.4928092,73.13807095,0.1073073868,312.37333340000004,,2015-03-30
Maharashtra,Raigad,Dengue,2011,49,47.0,1.0,18.4928092,73.13807095,8.4e-05,305.5233334,14.0,2011-12-07
Maharashtra,Raigad,Dengue,2012,19,167.0,0.0,18.4928092,73.13807095,0.001290552815,313.23,,2012-05-08
Maharashtra,Raigad,Dengue,2012,20,23.0,0.0,18.4928092,73.13807095,0.003096761523,313.7933334,9.0,2012-05-19
Maharashtra,Raigad,Dengue,2012,23,29.0,0.0,18.4928092,73.13807095,0.06133107753,307.66,7.0,2012-06-07
Maharashtra,Raigad,Dengue,2012,25,11.0,0.0,18.4928092,73.13807095,0.9525169582,305.4133334,7.0,2012-06-20
Maharashtra,Raigad,Dengue,2013,10,27.0,0.0,18.4928092,73.13807095,4.03e-05,313.8,8.0,2013-03-10
Maharashtra,Raigad,Dengue,2013,11,22.0,0.0,18.4928092,73.13807095,0.0007016275189,311.75,8.0,2013-03-16
Maharashtra,Raigad,Dengue,2013,29,50.0,0.0,18.4928092,73.13807095,2.505998961,301.76,,2013-07-19
Maharashtra,Raigad,Dengue,2013,43,60.0,0.0,18.4928092,73.13807095,0.0145674039,302.6966666,21.0,2013-10-25
Maharashtra,Raigad,Dengue,2016,18,26.0,0.0,18.4928092,73.13807095,0.001269255466,314.5933334,9.0,2016-05-02
Maharashtra,Raigad,Dengue,2016,25,43.0,2.0,18.4928092,73.13807095,1.499269961,305.12,,2016-06-24
Maharashtra,Raigad,Dengue,2019,21,24.0,0.0,18.4928092,73.13807095,0.0002675690383,315.3966666,9.0,2019-05-20
Maharashtra,Raigad,Dengue,2019,26,15.0,0.0,18.4928092,73.13807095,0.4788856141,305.8066666,,2019-06-26
Maharashtra,Raigad,Dengue,2021,23,18.0,0.0,18.4928092,73.13807095,1.136541734,302.40000000000003,7.0,2021-06-11
Maharashtra,Raigad,Dengue,2022,12,11.0,0.0,18.4928092,73.13807095,0.0001800343472,312.184,,2022-03-21
Maharashtra,Raigad,Dengue & Chikungunya,2013,28,20.0,0.0,18.4928092,73.13807095,2.966433885,300.0,3.0,2013-07-14
Maharashtra,Raigad,Malaria,2012,31,49.0,0.0,18.4928092,73.13807095,1.476298942,291.98,3.0,2012-07-31
Maharashtra,Raigad,Malaria,2013,20,30.0,0.0,18.4928092,73.13807095,0.005519854204,312.7033334,8.0,2013-05-14
Maharashtra,Raigad,Malaria,2013,28,34.0,0.0,18.4928092,73.13807095,1.196330382,,2.0,2013-07-08
Maharashtra,Raigad,Malaria,2021,45,19.0,0.0,18.4928092,73.13807095,0.1463200544,302.16,21.0,2021-11-11
Maharashtra,Ratnagiri,Acute Diarrhoeal Disease,2010,6,14.0,0.0,17.2826079,73.4569787,8.66e-05,306.204,,2010-02-09
Maharashtra,Ratnagiri,Acute Diarrhoeal Disease,2010,16,36.0,0.0,17.2826079,73.4569787,0.01240320211,310.06333340000003,,2010-04-22
