date,disease,state,affected_district_count,affected_taluk_count,aggregate_intensity,maximum_intensity
2021-10-26,leptospirosis_confirmed,Kerala,1,1,0.0,0.0
2021-10-26,leptospirosis_probable,Kerala,1,1,0.0,0.0
2021-10-27,fever_ip,Kerala,2,2,0.0008335511027071,0.000688381773759
2021-10-27,hepatitis_a_confirmed,Kerala,1,1,0.0,0.0
2021-10-27,leptospirosis_confirmed,Kerala,2,2,0.0070362510526604,0.0069153150663759
2021-10-27,leptospirosis_probable,Kerala,2,2,0.0095400539851247,0.0095400539851247
2021-10-28,leptospirosis_confirmed,Kerala,2,2,0.9999999983333334,0.9999999983333334
2021-10-28,shigella,Kerala,3,3,0.0,0.0
2021-10-30,shigella,Kerala,1,1,0.0,0.0
2021-11-18,acute_diarrheal_disease,Kerala,3,5,0.00016427997902609506,0.0001239679835979
2021-11-19,acute_diarrheal_disease,Kerala,2,2,0.0043837738079498,0.0043837738079498
2021-11-19,hepatitis_b,Kerala,1,1,0.0,0.0
2021-11-19,scrub_typhus,Kerala,3,3,0.0781034788277056,0.0781034788277056
2021-11-19,typhoid,Kerala,1,2,0.0,0.0
2021-11-20,acute_diarrheal_disease,Kerala,3,3,0.0187890989323544,0.0187890989323544
2021-11-20,acute_encephalitis_syndrome,Kerala,2,2,0.0,0.0
2021-11-20,hepatitis_a_probable,Kerala,3,3,0.0,0.0
2021-11-20,hepatitis_b,Kerala,1,1,9.393748733314308e-05,9.393748733314308e-05
2021-11-20,scrub_typhus,Kerala,3,4,0.0001814039794268,0.0001814039794268
2021-11-21,acute_diarrheal_disease,Kerala,2,2,0.0001612479817127,0.0001612479817127
2021-11-21,hepatitis_a_probable,Kerala,2,2,0.0028967477744978,0.0021971757039608
2021-11-21,hepatitis_b,Kerala,1,1,0.2169666990940632,0.2169666990940632
2021-11-21,scrub_typhus,Kerala,2,2,0.0002030874393392,0.0002030874393392
2021-11-21,typhoid,Kerala,3,3,0.0,0.0
2021-11-22,acute_diarrheal_disease,Kerala,2,3,0.0004111306112545,0.0004111306112545
2021-11-22,acute_encephalitis_syndrome,Kerala,1,1,0.0,0.0
2021-11-22,dengue,Kerala,1,1,0.9999999983333334,0.9999999983333334
2021-11-22,hepatitis_a_probable,Kerala,3,3,0.1430331024258843,0.1430331024258843
2021-11-22,hepatitis_b,Kerala,5,6,1.1450309349544654,0.9999999983333334
2021-11-22,hepatitis_c,Kerala,1,1,0.0,0.0
2021-11-22,scrub_typhus,Kerala,2,2,2.015599771409754e-05,2.015599771409754e-05
2021-11-23,acute_diarrheal_disease,Kerala,2,3,0.054115715709187356,0.0504143545609719
2021-11-23,dengue,Kerala,4,6,0.0,0.0
2021-11-23,hepatitis_a_probable,Kerala,1,1,0.0016527918125559,0.0016527918125559
2021-11-23,hepatitis_b,Kerala,2,2,0.1133642616260289,0.1133642616260289
2021-11-23,scrub_typhus,Kerala,1,1,0.7581284936677807,0.7581284936677807
2021-11-24,acute_diarrheal_disease,Kerala,2,2,0.0464547107416981,0.0442478138968194
2021-11-24,dengue,Kerala,7,8,1.23892743139836,0.9999999983333334
2021-11-24,hepatitis_a_probable,Kerala,2,2,0.0196469312958943,0.0193999618784993
2021-11-24,hepatitis_b,Kerala,4,4,0.00040122488706,0.00040122488706
2021-11-24,hepatitis_c,Kerala,1,1,0.0,0.0
2021-11-24,malaria,Kerala,3,4,0.3898348464536217,0.3185540050686183
2021-11-24,typhoid,Kerala,1,2,0.0,0.0
2021-11-25,chicken_pox,Kerala,3,3,5.038999428524384e-05,5.038999428524384e-05
2021-11-25,dengue,Kerala,6,9,0.42016593614665365,0.4076890393043516
2021-11-25,hepatitis_a_probable,Kerala,4,4,1.0035306531225512,0.9999999983333334
2021-11-25,hepatitis_b,Kerala,1,1,0.0,0.0
2021-11-25,hepatitis_c,Kerala,2,2,0.0020651453212772,0.0020651453212772
2021-11-25,malaria,Kerala,4,4,0.0,0.0
2021-11-26,chicken_pox,Kerala,2,2,0.0001209359862845,0.0001209359862845
2021-11-26,dengue,Kerala,5,5,0.5051749904656582,0.5051749904656582
2021-11-26,fever_op,Kerala,1,1,0.0008155425566044,0.0008155425566044
2021-11-26,hepatitis_b,Kerala,3,3,8.062399085639016e-05,8.062399085639016e-05
2021-11-26,malaria,Kerala,1,1,0.0,0.0
2021-11-27,chicken_pox,Kerala,6,7,0.0033458858190627,0.002530160735104
2021-11-27,dengue,Kerala,5,6,0.440931827455543,0.4392893873097627
2021-11-27,fever_op,Kerala,2,2,0.0,0.0
2021-11-27,hepatitis_a_confirmed,Kerala,3,3,0.0004031199542819,0.0004031199542819
2021-11-27,hepatitis_a_probable,Kerala,1,1,0.0002418719725691,0.0002418719725691
2021-11-27,hepatitis_b,Kerala,1,1,0.0,0.0
2021-11-27,leptospirosis_confirmed,Kerala,3,3,0.9999999983333334,0.9999999983333334
2021-11-28,dengue,Kerala,4,7,0.0953266726465235,0.0953266726465235
2021-11-28,hepatitis_a_confirmed,Kerala,2,2,0.016914968585017,0.0159877926901686
2021-11-28,hepatitis_b,Kerala,1,1,0.0013398231233672,0.0013398231233672
2021-11-28,hepatitis_c,Kerala,1,1,0.0622249509246131,0.0622249509246131
2021-11-28,leptospirosis_confirmed,Kerala,3,3,0.3341838773335583,0.3340087613563469
2021-11-28,leptospirosis_probable,Kerala,1,1,0.0,0.0
2021-11-29,chicken_pox,Kerala,3,3,0.0,0.0
2021-11-29,hepatitis_a_confirmed,Kerala,2,3,0.0,0.0
2021-11-29,hepatitis_b,Kerala,2,2,0.0,0.0
2021-11-29,leptospirosis_probable,Kerala,3,4,0.000423275951996,0.000423275951996
2021-11-30,chicken_pox,Kerala,1,1,0.0061736518044067,0.0061736518044067
2021-11-30,hepatitis_a_confirmed,Kerala,1,1,0.0,0.0
2021-11-30,hepatitis_b,Kerala,2,3,0.0001814204493033,0.0001814204493033
2021-11-30,leptospirosis_probable,Kerala,4,4,0.0007595508429883,0.0007595508429883
2021-12-13,hepatitis_e,Kerala,1,1,0.0,0.0
2021-12-25,acute_diarrheal_disease,Kerala,1,1,0.0,0.0
2021-12-25,hepatitis_e,Kerala,1,1,0.0,0.0
2021-12-25,typhoid,Kerala,1,1,0.0152731619369399,0.0152731619369399
2021-12-26,acute_diarrheal_disease,Kerala,2,2,0.0,0.0
2021-12-26,scrub_typhus,Kerala,2,2,0.0,0.0
2021-12-26,typhoid,Kerala,1,1,0.0,0.0
2021-12-27,acute_diarrheal_disease,Kerala,3,3,0.0039679023845365,0.0039679023845365
2021-12-27,malaria,Kerala,1,2,0.0011793738487461884,0.0010853125260804
2021-12-27,typhoid,Kerala,1,1,0.0,0.0
2021-12-28,acute_diarrheal_disease,Kerala,2,4,0.0005643679359947,0.0005643679359947
2021-12-28,fever_ip,Kerala,2,2,0.0,0.0
2021-12-29,acute_diarrheal_disease,Kerala,4,4,0.0055229852107529,0.0055229852107529
2021-12-29,acute_encephalitis_syndrome,Kerala,1,1,0.0,0.0
2021-12-29,fever_ip,Kerala,4,4,0.3433439429897694,0.3397329087575099
2021-12-29,fever_op,Kerala,2,2,0.0,0.0
2021-12-29,hepatitis_a_probable,Kerala,2,2,0.0,0.0
2021-12-29,malaria,Kerala,2,2,0.0,0.0
2021-12-29,scrub_typhus,Kerala,1,1,0.0,0.0
2021-12-29,typhoid,Kerala,1,1,0.0,0.0
2021-12-30,dengue,Kerala,4,4,0.00104211258399279,0.0009614885931364
2021-12-30,fever_ip,Kerala,3,4,0.0550361576497365,0.0420367370634832
2021-12-30,fever_op,Kerala,2,2,0.2587481242149704,0.2587481242149704
2021-12-30,hepatitis_a_probable,Kerala,1,1,0.0,0.0
2021-12-30,malaria,Kerala,2,2,0.0055394000719919,0.0055394000719919
2021-12-30,scrub_typhus,Kerala,1,1,0.0,0.0
2021-12-30,typhoid,Kerala,2,2,0.0,0.0
2021-12-31,acute_diarrheal_disease,Kerala,3,3,0.0023240974099106,0.001451231835415
2021-12-31,acute_encephalitis_syndrome,Kerala,1,1,0.0082633548842088,0.0082633548842088
2021-12-31,dengue,Kerala,6,6,0.0040962522376720295,0.0037020905045964
2021-12-31,fever_ip,Kerala,4,4,0.0037248283775652,0.0037248283775652
2021-12-31,fever_op,Kerala,3,3,0.0008761495042236,0.0006267739157389
2021-12-31,hepatitis_a_probable,Kerala,2,2,0.0006046799314229,0.0006046799314229
2021-12-31,hepatitis_c,Kerala,1,1,0.0,0.0
2021-12-31,leptospirosis_confirmed,Kerala,2,3,0.0004248054494958,0.0004248054494958
2021-12-31,malaria,Kerala,2,2,0.1044258398888722,0.1044258398888722
2021-12-31,typhoid,Kerala,1,1,0.0,0.0
2022-01-01,acute_diarrheal_disease,Kerala,1,1,0.0537134292890569,0.0537134292890569
2022-01-01,acute_encephalitis_syndrome,Kerala,1,1,0.0,0.0
2022-01-01,chicken_pox,Kerala,3,3,0.0008713101160426951,0.0008309981206145
2022-01-01,hepatitis_c,Kerala,2,2,0.00462364737606,0.00462364737606
2022-01-01,malaria,Kerala,4,5,0.0025432156569068,0.0025432156569068
2022-01-02,acute_diarrheal_disease,Kerala,1,1,0.0,0.0
2022-01-02,chicken_pox,Kerala,3,3,0.0016527447341801,0.0016527447341801
2022-01-02,hepatitis_c,Kerala,3,3,0.012139903835857,0.012139903835857
2022-01-02,leptospirosis_confirmed,Kerala,1,1,0.0,0.0
2022-01-02,malaria,Kerala,2,2,0.002535039496635,0.002535039496635
2022-01-03,acute_diarrheal_disease,Kerala,2,2,0.0020722203434148,0.0020722203434148
2022-01-03,acute_encephalitis_syndrome,Kerala,2,2,0.0,0.0
2022-01-03,chicken_pox,Kerala,1,1,0.0002749828962903,0.0002749828962903
2022-01-04,acute_diarrheal_disease,Kerala,2,3,0.0,0.0
2022-02-01,dengue,Kerala,1,2,0.0089938586128676,0.0089938586128676
2022-02-01,shigella,Kerala,1,1,0.0,0.0
2022-02-01,typhoid,Kerala,1,1,0.0066907480715805,0.0066907480715805
2022-02-02,hepatitis_a_probable,Kerala,2,2,0.0037280144453754,0.0037280144453754
2022-02-02,typhoid,Kerala,2,2,0.0,0.0
2022-02-03,typhoid,Kerala,1,1,0.0,0.0
2022-02-04,acute_diarrheal_disease,Kerala,2,2,0.0008356985543185,0.0008356985543185
2022-02-04,chicken_pox,Kerala,3,3,0.0004209833278606,0.0004209833278606
2022-02-05,chicken_pox,Kerala,1,1,0.0,0.0
2022-02-06,chicken_pox,Kerala,1,1,0.0,0.0
2022-03-01,dengue,Kerala,1,1,0.0,0.0
2022-03-01,fever_ip,Kerala,4,4,0.0058878826830019,0.0046708933692376
2022-03-01,hepatitis_a_confirmed,Kerala,1,1,0.0,0.0
2022-03-01,scrub_typhus,Kerala,4,4,0.0032575645511242,0.0018242610873959
2022-03-02,fever_ip,Kerala,4,4,0.016501189124472397,0.0091935798260904
2022-03-02,hepatitis_a_confirmed,Kerala,3,5,0.0,0.0
2022-03-02,malaria,Kerala,1,1,0.0,0.0
2022-03-02,scrub_typhus,Kerala,5,5,0.0009271758948484,0.0009271758948484
2022-03-03,fever_ip,Kerala,3,3,0.0001209359862845,0.0001209359862845
2022-03-03,hepatitis_a_confirmed,Kerala,3,3,0.1856945156819158,0.1856542036864876
2022-03-03,hepatitis_c,Kerala,1,1,0.0039032954727235,0.0039032954727235
2022-03-03,malaria,Kerala,1,1,0.0,0.0
2022-03-04,hepatitis_a_confirmed,Kerala,1,1,0.0,0.0
2022-03-04,hepatitis_a_probable,Kerala,1,2,0.000497640599491,0.000497640599491
2022-03-04,hepatitis_c,Kerala,2,2,0.0,0.0
2022-03-04,shigella,Kerala,1,1,0.0013875954137412,0.0013875954137412
2022-03-05,hepatitis_a_confirmed,Kerala,2,2,1.3437331809398353e-05,1.3437331809398353e-05
2022-03-05,hepatitis_a_probable,Kerala,1,2,0.005342601945570898,0.0053291646137615
2022-03-06,hepatitis_a_probable,Kerala,1,1,0.0,0.0
2022-03-06,shigella,Kerala,2,2,0.0,0.0
2022-04-01,fever_op,Kerala,3,3,0.019552984172278402,0.0131162982284073
2022-04-01,food_poisoning,Kerala,1,1,0.0,0.0
2022-04-01,leptospirosis_probable,Kerala,3,3,0.022420081354714898,0.0221151969191843
2022-04-02,food_poisoning,Kerala,3,4,0.0,0.0
2022-04-02,leptospirosis_confirmed,Kerala,1,1,0.0097197236904807,0.0097197236904807
2022-04-02,leptospirosis_probable,Kerala,1,1,0.0001612479817127,0.0001612479817127
2022-04-03,food_poisoning,Kerala,1,1,0.0,0.0
2022-04-03,leptospirosis_confirmed,Kerala,3,3,0.0,0.0
2022-04-03,malaria,Kerala,1,1,0.007360971382155,0.007360971382155
2022-04-04,fever_op,Kerala,2,2,0.0004837439451383,0.0004837439451383
2022-04-04,food_poisoning,Kerala,1,1,0.0,0.0
2022-04-04,leptospirosis_confirmed,Kerala,3,3,0.0054984993560647,0.003890488483427
2022-04-04,malaria,Kerala,3,3,0.479322176609469,0.2780111085731179
2022-04-05,fever_op,Kerala,4,4,0.0,0.0
2022-04-05,food_poisoning,Kerala,2,2,0.0,0.0
2022-04-05,malaria,Kerala,2,2,1.0065650947316394,0.9999999983333334
2022-04-06,fever_op,Kerala,3,3,0.0008599347704191999,0.0004031199542819
2022-04-06,food_poisoning,Kerala,1,1,0.0137122093473535,0.0137122093473535
2022-04-06,malaria,Kerala,1,1,0.0,0.0
2022-04-07,hepatitis_a_probable,Kerala,3,3,0.0022217974117415,0.0022217974117415
2022-04-08,hepatitis_a_probable,Kerala,1,1,0.0,0.0
2022-04-08,shigella,Kerala,2,2,0.0,0.0
2022-04-09,hepatitis_a_probable,Kerala,1,1,0.0,0.0
2022-04-12,shigella,Kerala,1,1,0.0,0.0
2022-04-14,shigella,Kerala,1,1,0.0348634663476588,0.0348634663476588
2022-05-01,hepatitis_b,Kerala,2,3,0.0,0.0
2022-05-02,dengue,Kerala,5,5,0.00030905863161609506,0.0002687466361879
2022-05-02,hepatitis_b,Kerala,3,3,0.0052747831597178,0.0052747831597178
2022-05-03,dengue,Kerala,7,8,0.018109469130138226,0.0116740013316862
2022-05-03,hepatitis_b,Kerala,2,2,0.0,0.0
2022-05-03,rabies_probable,Kerala,1,1,0.0,0.0
2022-05-04,hepatitis_b,Kerala,1,1,0.0,0.0
2022-05-04,scrub_typhus,Kerala,4,4,0.0,0.0
2022-05-05,chikungunya,Kerala,1,1,0.0,0.0
2022-05-05,fever_ip,Kerala,1,1,0.0,0.0
2022-05-05,hepatitis_b,Kerala,1,1,0.0,0.0
2022-05-05,rabies_confirmed,Kerala,1,1,0.0,0.0
2022-05-06,fever_ip,Kerala,2,2,0.0001570559802357951,0.0001167439848076
2022-05-06,hepatitis_b,Kerala,4,4,0.016837101869238,0.0121305137861437
2022-05-06,leptospirosis_confirmed,Kerala,3,3,0.0,0.0
2022-05-07,fever_ip,Kerala,1,1,0.0,0.0
2022-05-07,fever_op,Kerala,2,2,0.0,0.0
2022-05-07,hepatitis_a_confirmed,Kerala,2,2,0.0012022326874874,0.0006191262021113
2022-05-07,hepatitis_b,Kerala,1,1,0.0,0.0
2022-05-07,malaria,Kerala,1,2,0.0,0.0
2022-05-08,fever_op,Kerala,2,2,0.1328521260302144,0.1328521260302144
2022-05-08,hepatitis_a_confirmed,Kerala,1,1,0.0071402891548986,0.0071402891548986
2022-05-08,rabies_confirmed,Kerala,1,1,0.0,0.0
2022-05-09,fever_op,Kerala,1,1,0.0,0.0
2022-05-10,rabies_probable,Kerala,1,1,0.0,0.0
2022-05-12,rabies_probable,Kerala,1,1,0.0,0.0
2022-06-04,dengue,Kerala,6,6,0.005355810006548001,0.00290246367083
2022-06-04,leptospirosis_probable,Kerala,4,4,0.0,0.0
2022-06-04,typhoid,Kerala,5,5,0.5621649449634265,0.5616337001046149
2022-06-05,dengue,Kerala,4,5,0.0098609033488666,0.0077798721805135
2022-06-05,hepatitis_c,Kerala,3,3,0.0059515311961788,0.0059515311961788
2022-06-05,leptospirosis_probable,Kerala,4,4,0.021187879987205886,0.0105994794150023
2022-06-05,typhoid,Kerala,2,2,0.0,0.0
2022-06-06,leptospirosis_probable,Kerala,1,1,0.0,0.0
2022-06-07,hepatitis_b,Kerala,6,7,1.099742416946596,0.7868601586336487
2022-06-08,hepatitis_b,Kerala,3,3,0.0779638377306889,0.061673846701284
2022-06-08,malaria,Kerala,3,3,0.0,0.0
2022-06-09,hepatitis_b,Kerala,2,2,0.6597422274029547,0.6597422274029547
2022-06-09,malaria,Kerala,1,1,0.0,0.0
2022-06-10,hepatitis_b,Kerala,3,3,0.3779550697737342,0.3779550697737342
2022-06-10,malaria,Kerala,3,3,0.0004837439451383,0.0004837439451383
2022-06-11,hepatitis_b,Kerala,1,1,0.9999999983333334,0.9999999983333334
2022-06-12,hepatitis_b,Kerala,1,1,0.0004594426595808,0.0004594426595808
2022-07-05,scrub_typhus,Kerala,1,1,0.0,0.0
2022-07-06,acute_diarrheal_disease,Kerala,2,2,0.0026106074230327,0.0024974736457191
2022-07-06,dengue,Kerala,3,5,0.0672963845846818,0.065632559771573
2022-07-06,hepatitis_c,Kerala,4,4,0.0,0.0
2022-07-06,scrub_typhus,Kerala,1,1,0.0372260549699021,0.0372260549699021
2022-07-07,acute_diarrheal_disease,Kerala,3,3,0.1251170993796789,0.1251170993796789
2022-07-07,dengue,Kerala,6,8,0.0348121311822892,0.0321076027485275
2022-07-07,hepatitis_c,Kerala,2,2,0.0,0.0
2022-07-07,leptospirosis_probable,Kerala,2,2,1.0447591047818339,0.9216462707441262
2022-07-08,dengue,Kerala,3,3,0.0014346988366337999,0.0011659522004459
2022-07-08,fever_ip,Kerala,2,2,0.0,0.0
2022-07-08,hepatitis_a_confirmed,Kerala,1,1,0.0,0.0
2022-07-08,hepatitis_c,Kerala,4,4,1.0015522555667604,0.9999999983333334
2022-07-08,leptospirosis_confirmed,Kerala,2,2,0.9999999983333334,0.9999999983333334
2022-07-08,leptospirosis_probable,Kerala,1,1,0.0,0.0
2022-07-09,acute_encephalitis_syndrome,Kerala,2,2,0.0105250018001924,0.0105250018001924
2022-07-09,fever_ip,Kerala,3,5,0.0952178457752547,0.0932513086236784
2022-07-09,hepatitis_a_confirmed,Kerala,3,3,0.07462554911642501,0.0744521099398043
2022-07-09,leptospirosis_confirmed,Kerala,2,2,0.0125248859824757,0.0125248859824757
2022-07-10,fever_ip,Kerala,3,3,0.0072995710140117,0.0072995710140117
2022-07-10,hepatitis_a_confirmed,Kerala,2,2,0.1165566202930313,0.1165566202930313
2022-07-11,fever_ip,Kerala,2,2,0.0035141048565047,0.0035141048565047
2022-07-11,fever_op,Kerala,1,1,0.0,0.0
2022-07-11,hepatitis_a_confirmed,Kerala,1,1,0.0,0.0
2022-07-12,fever_op,Kerala,1,1,0.0,0.0
2022-07-12,hepatitis_a_confirmed,Kerala,2,2,0.0872561098433348,0.0872561098433348
2022-07-13,hepatitis_a_confirmed,Kerala,2,2,0.0001093266519901,0.0001093266519901
2022-08-07,acute_diarrheal_disease,Kerala,1,1,0.0,0.0
2022-08-07,scrub_typhus,Kerala,2,3,0.0414251344028982,0.0414251344028982
2022-08-08,acute_diarrheal_disease,Kerala,2,2,0.0009916624114782,0.0009916624114782
2022-08-08,chicken_pox,Kerala,2,2,0.0,0.0
2022-08-08,dengue,Kerala,2,2,0.000177372779884,0.000177372779884
2022-08-08,scrub_typhus,Kerala,3,4,0.0,0.0
2022-08-09,chicken_pox,Kerala,3,3,0.0008356985543185,0.0008356985543185
2022-08-09,dengue,Kerala,6,7,0.0,0.0
2022-08-10,chicken_pox,Kerala,2,2,0.0006504822910304744,0.000567706907329
2022-08-10,dengue,Kerala,4,4,0.0,0.0
2022-08-11,acute_encephalitis_syndrome,Kerala,1,1,0.0,0.0
2022-08-11,dengue,Kerala,3,3,0.1213275725231447,0.1213275725231447
2022-08-11,malaria,Kerala,1,2,0.1684125293729187,0.1440525683980139
2022-08-12,acute_encephalitis_syndrome,Kerala,2,2,0.0011187438496945,0.0011187438496945
2022-08-12,fever_ip,Kerala,2,2,0.0010212372175142,0.0010212372175142
2022-08-12,fever_op,Kerala,1,1,0.0,0.0
2022-08-12,malaria,Kerala,1,1,0.0344582051946784,0.0344582051946784
2022-08-13,fever_ip,Kerala,4,4,0.0009411613440806,0.0007659279131357
2022-08-13,fever_op,Kerala,4,5,0.3218261356376445,0.3215262994092776
2022-08-13,rabies_confirmed,Kerala,1,1,0.0,0.0
2022-08-14,fever_ip,Kerala,2,2,0.0006969194152137,0.0006969194152137
2022-08-14,fever_op,Kerala,1,1,0.0,0.0
2022-08-14,hepatitis_a_confirmed,Kerala,1,1,0.0013534316347289,0.0013534316347289
2022-08-15,acute_encephalitis_syndrome,Kerala,2,2,0.0,0.0
2022-08-15,fever_op,Kerala,1,1,0.0,0.0
2022-08-16,acute_encephalitis_syndrome,Kerala,1,1,0.0,0.0
2022-08-18,shigella,Kerala,1,1,0.0,0.0
2022-08-20,shigella,Kerala,1,1,0.0,0.0
2022-08-21,shigella,Kerala,1,1,0.0,0.0
2022-09-06,kala_azar,Kerala,1,1,0.0,0.0
2022-09-06,typhoid,Kerala,1,1,0.0,0.0
2022-09-07,typhoid,Kerala,1,1,0.0,0.0
2022-09-08,food_poisoning,Kerala,2,2,0.0,0.0
2022-09-08,leptospirosis_probable,Kerala,2,2,0.0018496732184961,0.0010455840041916
2022-09-08,typhoid,Kerala,1,1,0.0,0.0
2022-09-09,acute_diarrheal_disease,Kerala,2,2,0.0095792243364424,0.0095792243364424
2022-09-09,food_poisoning,Kerala,2,2,0.0001751159772114,0.0001751159772114
2022-09-09,hepatitis_a_probable,Kerala,2,2,0.0060924213944261,0.0060924213944261
2022-09-09,hepatitis_c,Kerala,2,2,0.0,0.0
2022-09-09,leptospirosis_confirmed,Kerala,2,2,0.0,0.0
2022-09-09,leptospirosis_probable,Kerala,1,1,0.4392732217329705,0.4392732217329705
2022-09-10,acute_diarrheal_disease,Kerala,2,2,0.0,0.0
2022-09-10,food_poisoning,Kerala,3,3,0.0012735989583653,0.0012735989583653
2022-09-10,hepatitis_a_probable,Kerala,2,2,0.0019349757805533,0.0019349757805533
2022-09-10,hepatitis_c,Kerala,3,4,0.000760169056645948,0.0006853039222793
2022-09-10,leptospirosis_confirmed,Kerala,2,2,0.0002418719725691,0.0002418719725691
2022-09-10,leptospirosis_probable,Kerala,3,3,0.9999999983333334,0.9999999983333334
2022-09-10,scrub_typhus,Kerala,3,3,0.001441012413832295,0.0014007004184041
2022-09-11,acute_diarrheal_disease,Kerala,2,2,0.9999999983333334,0.9999999983333334
2022-09-11,chicken_pox,Kerala,3,4,0.4257058323732762,0.4257058323732762
2022-09-11,dengue,Kerala,5,6,0.0030571455119772933,0.0020356346907012
2022-09-11,food_poisoning,Kerala,2,2,0.0,0.0
2022-09-11,hepatitis_a_probable,Kerala,1,1,0.0,0.0
2022-09-11,hepatitis_c,Kerala,1,1,0.4768078341713435,0.4768078341713435
2022-09-11,leptospirosis_confirmed,Kerala,4,4,0.0,0.0
2022-09-11,leptospirosis_probable,Kerala,1,1,0.0,0.0
2022-09-11,scrub_typhus,Kerala,2,2,0.0036346669165616,0.003113928912825
2022-09-11,typhoid,Kerala,5,5,0.9999999983333334,0.9999999983333334
2022-09-12,acute_diarrheal_disease,Kerala,3,3,5.796496074642428e-05,5.796496074642428e-05
2022-09-12,chicken_pox,Kerala,1,1,0.9999999983333334,0.9999999983333334
2022-09-12,dengue,Kerala,4,6,0.4636526406865728,0.2319905448614259
2022-09-12,food_poisoning,Kerala,2,2,0.0,0.0
2022-09-12,hepatitis_c,Kerala,1,1,0.0874292783407131,0.0874292783407131
2022-09-12,leptospirosis_confirmed,Kerala,1,1,1.7276569469226453e-05,1.7276569469226453e-05
2022-09-12,leptospirosis_probable,Kerala,1,1,0.0,0.0
2022-09-12,malaria,Kerala,4,4,0.0007029187959921557,0.0006133365839295
2022-09-12,scrub_typhus,Kerala,1,1,0.0,0.0
2022-09-13,chicken_pox,Kerala,1,1,0.0083759218840632,0.0083759218840632
2022-09-13,dengue,Kerala,3,3,1.0241464087467453,0.9999999983333334
2022-09-13,food_poisoning,Kerala,1,1,0.0,0.0
2022-09-13,hepatitis_c,Kerala,1,2,0.0,0.0
2022-09-13,leptospirosis_confirmed,Kerala,2,2,0.5334032565190063,0.5334032565190063
2022-09-13,leptospirosis_probable,Kerala,3,4,0.0335963127364127,0.0307625826874383
2022-09-13,malaria,Kerala,4,4,1.000322494296759,0.9999999983333334
2022-09-14,chicken_pox,Kerala,5,5,0.0050132612172828,0.00373671469539
2022-09-14,dengue,Kerala,4,4,1.0018155963856514,0.9999999983333334
2022-09-14,fever_op,Kerala,1,1,0.0,0.0
2022-09-14,food_poisoning,Kerala,2,3,0.0,0.0
2022-09-14,leptospirosis_confirmed,Kerala,1,1,0.0,0.0
2022-09-14,leptospirosis_probable,Kerala,3,3,0.0009674878902766,0.0009674878902766
2022-09-14,malaria,Kerala,3,3,0.0,0.0
2022-09-15,chicken_pox,Kerala,4,4,0.0001968421475481282,0.0001034470126337
2022-09-15,dengue,Kerala,1,1,0.0,0.0
2022-09-15,fever_ip,Kerala,3,3,0.0588147192520926,0.0588147192520926
2022-09-15,fever_op,Kerala,2,2,0.0187282723284945,0.0131383422957848
2022-09-15,food_poisoning,Kerala,2,2,0.0,0.0
2022-09-15,hepatitis_a_confirmed,Kerala,3,3,0.0001835432135684,0.0001835432135684
2022-09-15,leptospirosis_confirmed,Kerala,2,2,0.0024948907399112,0.0024948907399112
2022-09-15,leptospirosis_probable,Kerala,4,4,0.004535063793637099,0.0033862076159683
2022-09-16,chicken_pox,Kerala,4,4,0.0008868638994202,0.0008868638994202
2022-09-16,chikungunya,Kerala,1,1,0.0,0.0
2022-09-16,fever_ip,Kerala,2,2,0.012502734122304501,0.0123477741428072
2022-09-16,fever_op,Kerala,4,4,0.0181286304464903,0.012186154047359
2022-09-16,food_poisoning,Kerala,1,1,0.0001253204226445,0.0001253204226445
2022-09-16,hepatitis_a_confirmed,Kerala,2,2,0.0,0.0
2022-09-17,chicken_pox,Kerala,3,4,0.0013908789571969,0.0013908789571969
2022-09-17,fever_ip,Kerala,3,3,0.0192673236730733,0.0192673236730733
2022-09-17,hepatitis_a_confirmed,Kerala,3,3,0.0004614620189306,0.0004614620189306
2022-09-18,chicken_pox,Kerala,4,4,0.934709968356667,0.930362345888238
2022-09-18,fever_ip,Kerala,2,2,0.0,0.0
2022-09-18,food_poisoning,Kerala,2,2,0.0,0.0
2022-09-18,hepatitis_a_confirmed,Kerala,3,3,0.0,0.0
2022-09-19,fever_ip,Kerala,2,4,0.010506793110160999,0.0078300014887818
2022-09-19,food_poisoning,Kerala,1,1,0.0,0.0
2022-09-20,fever_ip,Kerala,3,3,0.0162423376111652,0.0162423376111652
2022-09-20,food_poisoning,Kerala,3,3,0.058175099071911,0.058175099071911
2022-09-21,fever_ip,Kerala,1,1,0.0,0.0
2022-09-21,food_poisoning,Kerala,1,2,0.0005795279225613,0.0005795279225613
2022-09-22,fever_ip,Kerala,2,2,0.0031259585183827003,0.0019914125741528
2022-09-23,fever_ip,Kerala,2,2,0.0014713878331291,0.0014713878331291
2022-09-24,chikungunya,Kerala,1,1,0.0,0.0
2022-09-30,chikungunya,Kerala,1,1,0.0,0.0
2022-10-01,influenza_h1n1_seasonal,Kerala,2,2,0.0,0.0
2022-10-02,influenza_h1n1_seasonal,Kerala,1,1,0.0042192354307101,0.0042192354307101
2022-10-03,influenza_h1n1_seasonal,Kerala,3,4,0.0011321811815038,0.0007143319043446
2022-10-04,influenza_h1n1_seasonal,Kerala,1,1,0.0,0.0
2022-10-05,influenza_h1n1_seasonal,Kerala,4,4,0.1799701898542718,0.1799701898542718
