date,disease,state,affected_district_count,affected_taluk_count,aggregate_intensity,maximum_intensity
2020-11-28,hepatitis_b,Kerala,3,3,0.0,0.0
2020-11-28,leptospirosis_confirmed,Kerala,2,3,0.0014064118102367,0.0014064118102367
2020-11-28,leptospirosis_probable,Kerala,2,2,0.0,0.0
2020-11-29,dengue,Kerala,1,1,0.0,0.0
2020-11-29,hepatitis_a_confirmed,Kerala,2,2,0.0,0.0
2020-11-29,hepatitis_b,Kerala,2,2,0.0,0.0
2020-11-29,hepatitis_c,Kerala,1,1,0.0,0.0
2020-11-29,leptospirosis_confirmed,Kerala,1,1,0.0,0.0
2020-11-29,leptospirosis_probable,Kerala,4,4,0.7637443175059907,0.7636233815197062
2020-11-30,chicken_pox,Kerala,1,1,0.0,0.0
2020-11-30,hepatitis_a_confirmed,Kerala,2,2,0.0013658132758754,0.0013658132758754
2020-11-30,hepatitis_b,Kerala,2,2,0.0007036275565648,0.0007036275565648
2020-11-30,leptospirosis_probable,Kerala,1,1,0.0,0.0
2020-12-24,influenza_h1n1_seasonal,Kerala,3,3,0.0,0.0
2020-12-25,acute_diarrheal_disease,Kerala,1,1,0.0,0.0
2020-12-25,scrub_typhus,Kerala,1,1,0.0,0.0
2020-12-26,acute_diarrheal_disease,Kerala,2,2,0.0014121890215348,0.0014121890215348
2020-12-26,typhoid,Kerala,1,1,0.0,0.0
2020-12-27,acute_diarrheal_disease,Kerala,2,2,0.06020319986620369,0.0601628878707755
2020-12-27,influenza_h1n1_seasonal,Kerala,1,1,0.0,0.0
2020-12-27,scrub_typhus,Kerala,1,1,0.0038778181429303,0.0038778181429303
2020-12-28,acute_diarrheal_disease,Kerala,4,4,0.0159851225560946,0.0138739741254935
2020-12-28,acute_encephalitis_syndrome,Kerala,1,1,0.0001893060614127,0.0001893060614127
2020-12-28,fever_ip,Kerala,2,2,0.0,0.0
2020-12-28,malaria,Kerala,3,5,0.0,0.0
2020-12-28,typhoid,Kerala,1,1,0.0,0.0
2020-12-29,acute_diarrheal_disease,Kerala,2,2,0.0372381762852252,0.0267910643544572
2020-12-29,acute_encephalitis_syndrome,Kerala,1,1,0.003711516832362,0.003711516832362
2020-12-29,fever_ip,Kerala,4,4,0.0,0.0
2020-12-29,fever_op,Kerala,1,1,0.0002418719725691,0.0002418719725691
2020-12-29,hepatitis_a_probable,Kerala,2,2,0.0037788470459719998,0.003334123105194
2020-12-29,malaria,Kerala,3,3,0.0,0.0
2020-12-29,scrub_typhus,Kerala,1,1,0.0,0.0
2020-12-30,acute_diarrheal_disease,Kerala,3,3,0.0062751038188276,0.0062751038188276
2020-12-30,acute_encephalitis_syndrome,Kerala,2,2,0.0,0.0
2020-12-30,dengue,Kerala,4,4,0.0033696925052212998,0.0029000392436449
2020-12-30,fever_ip,Kerala,3,3,0.0,0.0
2020-12-30,fever_op,Kerala,4,4,0.0005892490634792,0.0005892490634792
2020-12-30,hepatitis_a_probable,Kerala,1,1,0.1670367264275974,0.1670367264275974
2020-12-30,hepatitis_c,Kerala,3,3,0.0079353749282384,0.0079353749282384
2020-12-30,influenza_h1n1_seasonal,Kerala,1,1,0.0243050287164204,0.0243050287164204
2020-12-30,leptospirosis_confirmed,Kerala,3,3,0.017030133214131,0.017030133214131
2020-12-30,malaria,Kerala,1,1,0.0,0.0
2020-12-30,scrub_typhus,Kerala,2,2,0.0009839398679112,0.0009839398679112
2020-12-31,acute_diarrheal_disease,Kerala,3,3,0.0,0.0
2020-12-31,dengue,Kerala,5,6,0.0001209359862845,0.0001209359862845
2020-12-31,fever_ip,Kerala,4,4,0.0014360472423879,0.0009563001061677
2020-12-31,fever_op,Kerala,1,1,0.1400663760722669,0.1400663760722669
2020-12-31,hepatitis_a_probable,Kerala,1,1,0.0,0.0
2020-12-31,hepatitis_c,Kerala,1,1,0.0,0.0
2020-12-31,influenza_h1n1_seasonal,Kerala,1,1,0.0,0.0
2020-12-31,leptospirosis_confirmed,Kerala,4,4,0.769695317873643,0.7688461819875151
2020-12-31,malaria,Kerala,2,2,0.0,0.0
2020-12-31,measles,Kerala,1,1,0.0,0.0
2020-12-31,typhoid,Kerala,2,2,0.0,0.0
2021-01-01,acute_diarrheal_disease,Kerala,2,2,0.0051216899803863,0.0048932553396266
2021-01-01,chicken_pox,Kerala,5,5,0.29790017466938323,0.2187751246056305
2021-01-01,leptospirosis_confirmed,Kerala,1,2,0.0,0.0
2021-01-01,malaria,Kerala,1,1,0.0,0.0
2021-01-01,rabies_unsplit,Kerala,1,1,0.0,0.0
2021-01-02,acute_diarrheal_disease,Kerala,5,5,0.0421674550441551,0.0392062193740555
2021-01-02,chicken_pox,Kerala,2,2,0.0,0.0
2021-01-02,hepatitis_c,Kerala,2,2,0.0,0.0
2021-01-02,leptospirosis_confirmed,Kerala,2,2,0.0,0.0
2021-01-02,malaria,Kerala,1,1,0.0,0.0
2021-01-03,acute_diarrheal_disease,Kerala,1,1,0.0,0.0
2021-01-03,chicken_pox,Kerala,6,8,0.0314478811843222,0.0314478811843222
2021-01-04,acute_diarrheal_disease,Kerala,1,1,0.0,0.0
2021-02-01,dengue,Kerala,7,8,0.0449387837804805,0.0239940212671428
2021-02-01,hepatitis_a_probable,Kerala,2,2,0.0,0.0
2021-02-01,shigella,Kerala,2,2,0.0,0.0
2021-02-02,hepatitis_a_probable,Kerala,2,2,0.0,0.0
2021-02-02,shigella,Kerala,1,1,0.0,0.0
2021-02-02,typhoid,Kerala,1,1,0.0,0.0
2021-02-03,typhoid,Kerala,2,2,0.0,0.0
2021-02-04,acute_diarrheal_disease,Kerala,3,3,0.0153486489050318,0.0148895703023964
2021-02-04,chicken_pox,Kerala,1,1,0.0001167439848076,0.0001167439848076
2021-02-04,shigella,Kerala,1,1,0.0,0.0
2021-02-05,acute_diarrheal_disease,Kerala,3,3,0.0202609092629217,0.0202609092629217
2021-02-05,chicken_pox,Kerala,2,2,0.0,0.0
2021-02-06,chicken_pox,Kerala,3,4,0.0,0.0
2021-03-01,hepatitis_a_confirmed,Kerala,3,3,0.0,0.0
2021-03-01,scrub_typhus,Kerala,2,2,0.0,0.0
2021-03-02,fever_ip,Kerala,4,4,0.0685270500896044,0.052044414967207
2021-03-02,hepatitis_a_confirmed,Kerala,4,4,0.008637692801223396,0.0086064566149405
2021-03-03,fever_ip,Kerala,1,2,0.0018063446449834,0.0018063446449834
2021-03-03,hepatitis_a_confirmed,Kerala,2,2,0.0001218524636035,0.0001218524636035
2021-03-03,hepatitis_c,Kerala,3,3,0.0046034913783459,0.0046034913783459
2021-03-03,malaria,Kerala,3,3,0.0,0.0
2021-03-04,fever_ip,Kerala,1,1,0.0039967673240629,0.0039967673240629
2021-03-04,hepatitis_a_confirmed,Kerala,3,3,0.1554194136493986,0.1554194136493986
2021-03-04,hepatitis_a_probable,Kerala,1,1,0.0,0.0
2021-03-04,hepatitis_c,Kerala,1,1,0.0,0.0
2021-03-05,hepatitis_a_confirmed,Kerala,2,2,0.0,0.0
2021-03-06,hepatitis_a_probable,Kerala,3,3,0.0061324355744908,0.0043837738079498
2021-03-07,shigella,Kerala,1,1,0.0008491358861279,0.0008491358861279
2021-04-01,fever_op,Kerala,1,2,0.0,0.0
2021-04-01,leptospirosis_probable,Kerala,3,3,0.0009674878902766,0.0009674878902766
2021-04-02,fever_op,Kerala,5,5,0.005661810962725299,0.0053527523311092
2021-04-02,leptospirosis_confirmed,Kerala,1,1,0.0,0.0
2021-04-02,leptospirosis_probable,Kerala,3,3,0.0006702760860023781,0.0006541512878311
2021-04-03,fever_op,Kerala,4,5,0.0015231557950443,0.0015231557950443
2021-04-04,fever_op,Kerala,6,7,0.506715781950838,0.5018225266112114
2021-04-04,leptospirosis_confirmed,Kerala,3,3,0.0,0.0
2021-04-04,malaria,Kerala,5,6,0.0,0.0
2021-04-05,fever_op,Kerala,1,1,0.0761324017572688,0.0761324017572688
2021-04-05,malaria,Kerala,5,5,0.8163827083377713,0.8076103715230004
2021-04-07,hepatitis_a_probable,Kerala,1,1,0.0,0.0
2021-04-08,hepatitis_a_probable,Kerala,1,1,0.0,0.0
2021-04-08,shigella,Kerala,1,1,0.0,0.0
2021-04-09,hepatitis_a_probable,Kerala,2,2,0.0,0.0
2021-04-13,shigella,Kerala,1,1,0.0,0.0
2021-05-01,chikungunya,Kerala,2,2,0.0,0.0
2021-05-02,chikungunya,Kerala,2,2,0.0,0.0
2021-05-02,dengue,Kerala,1,1,0.0,0.0
2021-05-02,hepatitis_b,Kerala,3,3,0.0,0.0
2021-05-03,dengue,Kerala,5,6,0.009410165450378998,0.0093967281185696
2021-05-03,hepatitis_b,Kerala,3,3,0.0396726826397155,0.0396726826397155
2021-05-04,fever_ip,Kerala,1,1,0.0,0.0
2021-05-04,hepatitis_b,Kerala,3,3,0.0003099199589947,0.0003099199589947
2021-05-04,scrub_typhus,Kerala,2,2,0.0,0.0
2021-05-05,fever_ip,Kerala,2,2,0.0,0.0
2021-05-05,hepatitis_b,Kerala,3,4,0.0716844451242477,0.0716844451242477
2021-05-06,acute_encephalitis_syndrome,Kerala,1,1,0.0,0.0
2021-05-06,chikungunya,Kerala,1,1,0.0,0.0
2021-05-06,fever_ip,Kerala,1,1,0.0,0.0
2021-05-06,fever_op,Kerala,1,1,7.076132384399465e-05,7.076132384399465e-05
2021-05-06,hepatitis_b,Kerala,1,1,0.0,0.0
2021-05-06,leptospirosis_confirmed,Kerala,1,1,0.0031573327996024,0.0031573327996024
2021-05-07,acute_encephalitis_syndrome,Kerala,1,1,0.0,0.0
2021-05-07,chikungunya,Kerala,1,1,0.0007171055034443,0.0007171055034443
2021-05-07,fever_ip,Kerala,4,4,0.0204967675923151,0.0197534568353692
2021-05-07,fever_op,Kerala,3,3,1.7643839799604617,0.9999999983333334
2021-05-07,hepatitis_a_confirmed,Kerala,3,3,0.0005601759345177,0.0004434319497101
2021-05-07,hepatitis_b,Kerala,1,1,0.0,0.0
2021-05-07,malaria,Kerala,2,2,0.0,0.0
2021-05-08,malaria,Kerala,2,2,0.0,0.0
2021-05-10,chikungunya,Kerala,1,1,0.0,0.0
2021-05-15,shigella,Kerala,1,1,0.0,0.0
2021-05-16,shigella,Kerala,2,2,0.0,0.0
2021-05-17,shigella,Kerala,1,2,0.0,0.0
2021-06-04,dengue,Kerala,2,3,0.0113638464652245,0.0113638464652245
2021-06-05,dengue,Kerala,5,5,0.0193921596500553,0.0139709858441144
2021-06-05,hepatitis_c,Kerala,3,3,0.8549336815800609,0.8549336815800609
2021-06-05,leptospirosis_probable,Kerala,2,2,0.0,0.0
2021-06-06,dengue,Kerala,2,2,0.237706019881584,0.2375447718998713
2021-06-06,leptospirosis_probable,Kerala,1,1,0.0,0.0
2021-06-07,hepatitis_b,Kerala,2,2,0.0,0.0
2021-06-08,hepatitis_b,Kerala,4,6,0.04553319130796274,0.0393269477999971
2021-06-08,malaria,Kerala,3,3,0.0807067641580609,0.0784086714046973
2021-06-09,hepatitis_b,Kerala,1,1,0.0,0.0
2021-06-09,malaria,Kerala,2,2,0.005364192646497,0.0043698300926016
2021-06-10,hepatitis_b,Kerala,2,2,4.031199542819508e-05,4.031199542819508e-05
2021-06-11,hepatitis_b,Kerala,3,3,1.0481118811330718e-05,1.0481118811330718e-05
2021-06-12,hepatitis_b,Kerala,1,1,0.0,0.0
2021-07-05,scrub_typhus,Kerala,1,1,0.0,0.0
2021-07-06,acute_diarrheal_disease,Kerala,2,2,0.0013749144814516,0.0013749144814516
2021-07-06,dengue,Kerala,1,1,0.0,0.0
2021-07-06,hepatitis_c,Kerala,2,2,0.0,0.0
2021-07-06,scrub_typhus,Kerala,4,5,0.9142872375095519,0.9139773175505572
2021-07-07,acute_diarrheal_disease,Kerala,2,2,0.0,0.0
2021-07-07,dengue,Kerala,4,4,0.0002821839679973,0.0002821839679973
2021-07-07,hepatitis_c,Kerala,4,4,1.4679172913368181,0.9999999983333334
2021-07-07,leptospirosis_confirmed,Kerala,1,1,0.0,0.0
2021-07-07,leptospirosis_probable,Kerala,2,2,0.0,0.0
2021-07-07,scrub_typhus,Kerala,1,1,0.0,0.0
2021-07-08,acute_encephalitis_syndrome,Kerala,1,1,0.0,0.0
2021-07-08,dengue,Kerala,1,1,0.0212547511388788,0.0212547511388788
2021-07-08,fever_ip,Kerala,3,3,0.1656608274549243,0.1656608274549243
2021-07-08,hepatitis_c,Kerala,1,2,0.0,0.0
2021-07-08,leptospirosis_confirmed,Kerala,3,3,0.0004929724088571,0.0004929724088571
2021-07-08,leptospirosis_probable,Kerala,2,2,0.0004193053162629458,0.0003256937010613
2021-07-08,rabies_unsplit,Kerala,1,1,0.0,0.0
2021-07-09,fever_ip,Kerala,2,2,0.0012454490378379,0.0012454490378379
2021-07-09,fever_op,Kerala,3,3,0.0057129809694495,0.0046486973157634
2021-07-09,hepatitis_a_confirmed,Kerala,1,1,0.0,0.0
2021-07-09,leptospirosis_confirmed,Kerala,3,3,0.006440914151966704,0.0063995914907674
2021-07-10,fever_ip,Kerala,2,2,0.0,0.0
2021-07-10,fever_op,Kerala,3,3,0.0,0.0
2021-07-10,hepatitis_a_confirmed,Kerala,1,1,0.0002055653056272,0.0002055653056272
2021-07-11,fever_ip,Kerala,1,1,0.0,0.0
2021-07-11,fever_op,Kerala,1,1,0.8169329072230823,0.8169329072230823
2021-07-11,hepatitis_a_confirmed,Kerala,1,2,0.8445425017065857,0.8445425017065857
2021-07-12,fever_op,Kerala,1,1,0.0,0.0
2021-07-12,hepatitis_a_confirmed,Kerala,2,2,0.0,0.0
2021-07-13,hepatitis_a_confirmed,Kerala,3,3,0.9999999983333334,0.9999999983333334
2021-08-07,chicken_pox,Kerala,1,1,0.0312286645800956,0.0312286645800956
2021-08-07,scrub_typhus,Kerala,1,1,0.0,0.0
2021-08-08,acute_diarrheal_disease,Kerala,2,3,0.0,0.0
2021-08-08,chicken_pox,Kerala,4,4,0.7938295176273851,0.7911332301490374
2021-08-08,dengue,Kerala,1,1,0.0005875425343847,0.0005875425343847
2021-08-08,scrub_typhus,Kerala,2,2,0.0569872867110347,0.0569872867110347
2021-08-09,chicken_pox,Kerala,1,1,0.0,0.0
2021-08-09,dengue,Kerala,2,2,0.0035987574413632,0.0035987574413632
2021-08-10,dengue,Kerala,4,5,0.01141236463402341,0.0112999396750501
2021-08-11,dengue,Kerala,3,3,0.0003341510677233,0.0002174070829157
2021-08-11,fever_ip,Kerala,2,2,0.0,0.0
2021-08-11,malaria,Kerala,1,1,0.0018299317529314,0.0018299317529314
2021-08-12,fever_ip,Kerala,6,6,0.0018299317529314,0.0018299317529314
2021-08-12,malaria,Kerala,2,3,0.2470444124251853,0.2454915212871568
2021-08-13,acute_encephalitis_syndrome,Kerala,1,1,0.0,0.0
2021-08-13,fever_ip,Kerala,5,6,0.0001167439848076,0.0001167439848076
2021-08-13,fever_op,Kerala,2,2,0.0,0.0
2021-08-14,fever_op,Kerala,2,2,0.0008062399085639,0.0008062399085639
2021-08-14,hepatitis_a_confirmed,Kerala,3,3,0.0155157721901193,0.0145318323222081
2021-08-15,hepatitis_a_confirmed,Kerala,1,1,0.0035452155217937,0.0035452155217937
2021-08-20,shigella,Kerala,1,1,0.0,0.0
2021-09-03,zika,Kerala,1,1,0.0,0.0
2021-09-07,typhoid,Kerala,1,1,0.0,0.0
2021-09-08,acute_diarrheal_disease,Kerala,1,1,0.0,0.0
2021-09-08,leptospirosis_probable,Kerala,1,1,0.0,0.0
2021-09-09,acute_diarrheal_disease,Kerala,3,3,0.053373505219053,0.053373505219053
2021-09-09,hepatitis_a_probable,Kerala,2,2,0.0002487628755539,0.0002487628755539
2021-09-09,hepatitis_c,Kerala,3,3,0.0087142881461507,0.0087142881461507
2021-09-09,leptospirosis_confirmed,Kerala,3,3,0.0078030554957473006,0.0074754215534559
2021-09-09,leptospirosis_probable,Kerala,2,2,0.0,0.0
2021-09-09,scrub_typhus,Kerala,2,2,0.0,0.0
2021-09-09,typhoid,Kerala,1,1,0.0,0.0
2021-09-10,acute_diarrheal_disease,Kerala,2,2,0.0,0.0
2021-09-10,chicken_pox,Kerala,2,2,0.0,0.0
2021-09-10,hepatitis_a_probable,Kerala,3,3,0.0,0.0
2021-09-10,hepatitis_c,Kerala,2,2,0.0,0.0
2021-09-10,leptospirosis_confirmed,Kerala,2,2,0.0597956102468364,0.0597956102468364
2021-09-10,leptospirosis_probable,Kerala,3,3,0.0005014191325911,0.0005014191325911
2021-09-10,scrub_typhus,Kerala,2,2,0.3300890921936499,0.3300890921936499
2021-09-10,typhoid,Kerala,1,1,0.9515884092850632,0.9515884092850632
2021-09-10,zika,Kerala,1,1,0.0,0.0
2021-09-11,chicken_pox,Kerala,4,4,0.0001367236006132,0.0001367236006132
2021-09-11,dengue,Kerala,6,7,0.555113971161749,0.5549493638470838
2021-09-11,hepatitis_a_probable,Kerala,1,1,0.0,0.0
2021-09-11,hepatitis_c,Kerala,2,2,0.0024784290181279,0.0024784290181279
2021-09-11,leptospirosis_confirmed,Kerala,1,1,0.0069153150663759,0.0069153150663759
2021-09-11,leptospirosis_probable,Kerala,3,3,0.0022439216636954,0.0019387357848666
2021-09-11,scrub_typhus,Kerala,1,1,0.0,0.0
2021-09-12,acute_diarrheal_disease,Kerala,1,1,0.0,0.0
2021-09-12,chicken_pox,Kerala,2,2,0.0003099199589947,0.0003099199589947
2021-09-12,dengue,Kerala,5,7,0.0012656726098093088,0.0006449919268511
2021-09-12,hepatitis_c,Kerala,1,2,0.0001128735871989,0.0001128735871989
2021-09-12,leptospirosis_confirmed,Kerala,1,1,0.0,0.0
2021-09-12,leptospirosis_probable,Kerala,2,2,0.0,0.0
2021-09-12,malaria,Kerala,2,2,0.0,0.0
2021-09-12,scrub_typhus,Kerala,2,2,0.0005061159316857,0.0005061159316857
2021-09-12,typhoid,Kerala,1,1,0.0,0.0
2021-09-13,chicken_pox,Kerala,1,1,0.0002568717848215,0.0002568717848215
2021-09-13,dengue,Kerala,6,6,0.0655367490231274,0.0592203973363675
2021-09-13,hepatitis_c,Kerala,1,2,0.0007375519004561,0.0007375519004561
2021-09-13,leptospirosis_probable,Kerala,3,4,1.0003762436239965,0.9999999983333334
2021-09-13,malaria,Kerala,4,4,0.0,0.0
2021-09-14,chicken_pox,Kerala,3,3,0.1480770597545026,0.146119757618652
2021-09-14,dengue,Kerala,4,4,0.0056673629695756,0.0056673629695756
2021-09-14,fever_op,Kerala,2,2,0.0036102644544651,0.0026159019005697
2021-09-14,leptospirosis_confirmed,Kerala,3,3,0.0018833185788679,0.0018833185788679
2021-09-14,leptospirosis_probable,Kerala,4,5,0.0006842025583889967,0.0006573278947702
2021-09-14,malaria,Kerala,3,4,0.6348262630235239,0.6347657950303816
2021-09-15,chicken_pox,Kerala,2,2,0.0033441559190764,0.0033441559190764
2021-09-15,dengue,Kerala,1,1,0.0178179019792622,0.0178179019792622
2021-09-15,fever_ip,Kerala,2,2,0.0003049026348939,0.0003049026348939
2021-09-15,fever_op,Kerala,2,2,0.0,0.0
2021-09-15,hepatitis_a_confirmed,Kerala,1,1,0.1628778319796106,0.1628778319796106
2021-09-15,leptospirosis_confirmed,Kerala,4,4,0.018543781817695698,0.0138394591083814
2021-09-15,leptospirosis_probable,Kerala,2,2,0.0014369846059885,0.0014369846059885
2021-09-15,malaria,Kerala,1,1,0.2523341636762637,0.2523341636762637
2021-09-16,acute_encephalitis_syndrome,Kerala,1,1,0.0,0.0
2021-09-16,chicken_pox,Kerala,5,5,0.0004434319497101,0.0004434319497101
2021-09-16,chikungunya,Kerala,1,1,0.0,0.0
2021-09-16,fever_ip,Kerala,3,3,0.0,0.0
2021-09-16,fever_op,Kerala,4,4,0.0,0.0
2021-09-16,hepatitis_a_confirmed,Kerala,3,3,0.0050518277945739,0.0050518277945739
2021-09-17,chikungunya,Kerala,2,2,0.0,0.0
2021-09-17,fever_ip,Kerala,2,2,0.0,0.0
2021-09-17,hepatitis_a_confirmed,Kerala,1,1,0.0,0.0
2021-09-18,acute_encephalitis_syndrome,Kerala,2,2,0.0,0.0
2021-09-18,fever_ip,Kerala,2,2,0.0,0.0
2021-09-18,hepatitis_a_confirmed,Kerala,1,1,0.0,0.0
2021-09-19,chikungunya,Kerala,1,1,0.0006080870291319,0.0006080870291319
2021-09-19,fever_ip,Kerala,2,2,5.625497443923093e-05,5.625497443923093e-05
2021-09-19,hepatitis_a_confirmed,Kerala,1,1,5.758856489742153e-05,5.758856489742153e-05
2021-09-20,fever_ip,Kerala,1,1,0.0,0.0
2021-09-21,fever_ip,Kerala,2,2,0.0052729257929105,0.0052729257929105
2021-09-22,fever_ip,Kerala,3,3,3.173523407776848e-05,2.5016568173069305e-05
2021-09-23,chikungunya,Kerala,1,1,0.0,0.0
2021-09-23,fever_ip,Kerala,2,2,0.0857960447571373,0.0857960447571373
2021-09-24,chikungunya,Kerala,1,1,0.0,0.0
2021-10-13,acute_diarrheal_disease,Kerala,2,2,0.0334690642521293,0.0334690642521293
2021-10-13,hepatitis_b,Kerala,3,3,0.9316078504421248,0.9316078504421248
2021-10-14,acute_diarrheal_disease,Kerala,2,2,0.0084439040897712,0.0084439040897712
2021-10-14,hepatitis_a_probable,Kerala,2,2,0.0,0.0
2021-10-14,hepatitis_b,Kerala,2,2,0.0005716855591488,0.0005716855591488
2021-10-14,hepatitis_c,Kerala,1,1,0.0,0.0
2021-10-14,scrub_typhus,Kerala,1,1,0.0002418719725691,0.0002418719725691
2021-10-15,acute_diarrheal_disease,Kerala,4,4,0.0,0.0
2021-10-15,dengue,Kerala,1,1,0.0,0.0
2021-10-15,hepatitis_a_probable,Kerala,1,1,0.0,0.0
2021-10-15,hepatitis_c,Kerala,2,2,0.0,0.0
2021-10-15,malaria,Kerala,2,2,0.0,0.0
2021-10-15,scrub_typhus,Kerala,1,1,0.0148338129288856,0.0148338129288856
2021-10-16,acute_diarrheal_disease,Kerala,1,1,2.951618657093096e-05,2.951618657093096e-05
2021-10-16,dengue,Kerala,3,4,0.5208600248370014,0.5208600248370014
2021-10-16,hepatitis_a_probable,Kerala,1,1,0.0,0.0
2021-10-16,hepatitis_b,Kerala,1,1,0.0,0.0
2021-10-16,hepatitis_c,Kerala,3,3,0.0,0.0
2021-10-16,leptospirosis_confirmed,Kerala,1,1,0.0,0.0
2021-10-16,scrub_typhus,Kerala,2,2,0.0416085711774089,0.0416085711774089
2021-10-16,typhoid,Kerala,2,2,0.0001167439848076,0.0001167439848076
2021-10-17,acute_diarrheal_disease,Kerala,1,1,0.0,0.0
2021-10-17,dengue,Kerala,7,7,0.0205019863479099,0.0123880561748473
2021-10-17,fever_op,Kerala,2,2,0.0032616721864483,0.0032616721864483
2021-10-17,hepatitis_a_probable,Kerala,1,1,0.0,0.0
2021-10-17,hepatitis_c,Kerala,3,3,0.004169030564348,0.0036818289157751
2021-10-17,leptospirosis_confirmed,Kerala,3,3,0.0208881614755536,0.010872354828162
2021-10-17,leptospirosis_probable,Kerala,4,5,0.00542638477751419,0.0053457607866578
2021-10-17,malaria,Kerala,1,1,0.0,0.0
2021-10-17,scrub_typhus,Kerala,1,1,0.0048374870536255,0.0048374870536255
2021-10-18,acute_diarrheal_disease,Kerala,1,1,0.0,0.0
2021-10-18,dengue,Kerala,4,4,0.001888456984654334,0.0016649666129291
2021-10-18,fever_op,Kerala,3,3,4.031199542819508e-05,4.031199542819508e-05
2021-10-18,hepatitis_b,Kerala,4,5,2.015599771409754e-05,2.015599771409754e-05
2021-10-18,hepatitis_c,Kerala,3,3,0.0,0.0
2021-10-18,leptospirosis_confirmed,Kerala,4,4,0.0343276379540351,0.0327976795687677
2021-10-18,leptospirosis_probable,Kerala,3,3,0.003129967578258395,0.0030896555828302
2021-10-18,malaria,Kerala,2,2,0.0,0.0
2021-10-18,scrub_typhus,Kerala,1,1,0.0,0.0
2021-10-19,chicken_pox,Kerala,1,1,0.9999999983333334,0.9999999983333334
2021-10-19,dengue,Kerala,3,3,0.0037533886226786,0.0037533886226786
2021-10-19,hepatitis_a_probable,Kerala,3,4,0.001971346734697,0.001388351813261
2021-10-19,hepatitis_c,Kerala,1,1,0.0,0.0
2021-10-19,leptospirosis_confirmed,Kerala,3,3,0.07218297086602,0.0720280108865227
2021-10-19,leptospirosis_probable,Kerala,4,4,0.0286800153806398,0.0197015373380744
2021-10-19,malaria,Kerala,2,2,0.0,0.0
2021-10-19,scrub_typhus,Kerala,1,1,0.0,0.0
2021-10-20,chicken_pox,Kerala,1,1,0.0,0.0
2021-10-20,dengue,Kerala,2,2,0.0,0.0
2021-10-20,fever_op,Kerala,2,3,0.0017886791630388,0.0017886791630388
2021-10-20,hepatitis_a_confirmed,Kerala,1,1,7.017273278241364e-05,7.017273278241364e-05
2021-10-20,hepatitis_a_probable,Kerala,1,1,0.0001612479817127,0.0001612479817127
2021-10-20,hepatitis_c,Kerala,4,4,0.0,0.0
2021-10-20,leptospirosis_confirmed,Kerala,5,5,0.15087670346549722,0.1470615222435107
2021-10-20,leptospirosis_probable,Kerala,3,3,0.000476221269563,0.000476221269563
2021-10-20,malaria,Kerala,1,1,0.0,0.0
2021-10-21,chicken_pox,Kerala,1,1,0.0,0.0
2021-10-21,dengue,Kerala,3,4,0.0165108977451855,0.0157261573275992
2021-10-21,fever_op,Kerala,2,2,0.1324189049628024,0.1324189049628024
2021-10-21,hepatitis_a_confirmed,Kerala,1,1,0.0001612479817127,0.0001612479817127
2021-10-21,hepatitis_c,Kerala,3,3,1.007799885704877e-05,1.007799885704877e-05
2021-10-21,leptospirosis_confirmed,Kerala,2,2,0.0001007799885704,0.0001007799885704
2021-10-21,leptospirosis_probable,Kerala,3,4,0.1464675811615178,0.0770166193417697
2021-10-21,malaria,Kerala,4,4,1.6124798171278027e-05,1.6124798171278027e-05
2021-10-22,chicken_pox,Kerala,1,1,9.85404332689213e-05,9.85404332689213e-05
2021-10-22,dengue,Kerala,7,8,2.205273837761286,0.9999999983333334
2021-10-22,fever_op,Kerala,2,2,0.0,0.0
2021-10-22,hepatitis_c,Kerala,1,1,0.0,0.0
2021-10-22,leptospirosis_confirmed,Kerala,3,5,0.0009776891728778387,0.0007279127907171
2021-10-22,leptospirosis_probable,Kerala,1,1,0.0,0.0
2021-10-22,malaria,Kerala,2,2,0.0010019537003009,0.0010019537003009
2021-10-22,shigella,Kerala,1,1,0.0,0.0
2021-10-23,chicken_pox,Kerala,3,3,0.008926300549710801,0.0082813086228597
2021-10-23,dengue,Kerala,1,1,0.0,0.0
2021-10-23,fever_op,Kerala,4,5,0.2173106757771841,0.1388346023815952
2021-10-23,leptospirosis_confirmed,Kerala,1,1,0.000349392992232,0.000349392992232
2021-10-23,leptospirosis_probable,Kerala,2,2,0.0002040948298127,0.0002040948298127
2021-10-24,chicken_pox,Kerala,2,2,0.0,0.0
2021-10-24,fever_op,Kerala,3,3,0.0012899838537022,0.0012899838537022
2021-10-24,hepatitis_a_confirmed,Kerala,2,2,0.0006853039222793,0.0006853039222793
2021-10-24,leptospirosis_confirmed,Kerala,6,6,0.9861246288513239,0.8616406550991196
2021-10-24,leptospirosis_probable,Kerala,4,4,0.8853309714736023,0.8399452977560921
2021-10-24,malaria,Kerala,1,1,0.0,0.0
2021-10-24,shigella,Kerala,1,1,0.0,0.0
2021-10-25,chicken_pox,Kerala,2,2,0.0003493706270443,0.0003493706270443
2021-10-25,fever_ip,Kerala,2,3,0.012814783997157578,0.0127986591989863
2021-10-25,fever_op,Kerala,2,2,0.0004300605737972,0.0004300605737972
2021-10-25,leptospirosis_probable,Kerala,2,2,0.344375509263176,0.3438588960501522
2021-10-26,fever_ip,Kerala,1,1,0.0008950380185459,0.0008950380185459
2021-10-26,hepatitis_a_confirmed,Kerala,2,2,0.0007344879020586975,0.0007143319043446
