cluster_id,disease,date,state,district,taluk,latitude,longitude,outbreak_intensity
623,dengue,2022-05-03,Kerala,Kottayam,Kottayam,9.6287383,76.64553257,2.5860525369030797e-05
624,dengue,2022-06-04,Kerala,Thrissur,Kunnamkulam,10.65,76.0667,0.0
625,dengue,2022-06-04,Kerala,Alappuzha,Chenganoor,9.3167,76.6167,0.0
626,dengue,2022-06-04,Kerala,Thiruvananthapuram,Chirayinkeezhu,8.6963,76.8153,0.00290246367083
627,dengue,2022-06-04,Kerala,Kottayam,Vaikom,9.75,76.4,0.0
628,dengue,2022-06-05,Kerala,Idukki,Devikulam,10.0667,77.1,0.0
629,dengue,2022-06-05,Kerala,Kollam,Pathanapuram,9.1,76.87,0.0077798721805135
630,dengue,2022-06-05,Kerala,Palakkad,Palakkad,10.78789845,76.47408711,0.000523640092717
631,dengue,2022-07-06,Kerala,Malappuram,Kondotty,11.15,75.9667,0.0003581565232793
631,dengue,2022-07-07,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0010077998857048
631,dengue,2022-07-07,Kerala,Kozhikode,Kozhikode,11.2450558,75.7754716,0.0004015617235141
632,dengue,2022-07-06,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0
633,dengue,2022-07-06,Kerala,Kasaragod,Vellarikundu,12.4167,75.2333,0.065632559771573
634,dengue,2022-07-07,Kerala,Malappuram,Perinthalmanna,10.9667,76.2167,2.015599771409754e-05
635,dengue,2022-07-07,Kerala,Kozhikode,Vadakara,11.6,75.5833,0.0
636,dengue,2022-07-07,Kerala,Kannur,Kannur,11.8763836,75.3737973,0.0004918063442239
637,dengue,2022-07-08,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0.0
638,dengue,2022-07-08,Kerala,Thiruvananthapuram,Neyyattinkara,8.4004,77.0872,0.0002687466361879
639,dengue,2022-08-08,Kerala,Malappuram,Ernad,11.1201,76.1197,0.000177372779884
639,dengue,2022-08-11,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0
640,dengue,2022-08-08,Kerala,Ernakulam,Kochi,9.9312,76.2673,0.0
641,dengue,2022-08-09,Kerala,Kozhikode,Koyilandy,11.4333,75.7,0.0
642,dengue,2022-08-09,Kerala,Kannur,Payyanur,12.1,75.2,0.0
642,dengue,2022-08-09,Kerala,Kasaragod,Nileshwaram,12.25,75.1,0.0
643,dengue,2022-08-09,Kerala,Wayanad,Vythiri,11.6226,76.0813,0.0
643,dengue,2022-08-09,Kerala,Wayanad,Sulthan Bathery,11.6667,76.2667,0.0
644,dengue,2022-08-09,Kerala,Kollam,Pathanapuram,9.1,76.87,0.0
645,dengue,2022-08-10,Kerala,Kottayam,Meenachil,9.7167,76.6833,0.0
646,dengue,2022-08-10,Kerala,Idukki,Idukki,9.8497872,76.9797914,0.0
647,dengue,2022-08-11,Kerala,Thrissur,Thrissur,10.5256264,76.2132542,0.0
648,dengue,2022-09-11,Kerala,Kollam,Kollam,8.8879509,76.5955013,0.0
648,dengue,2022-09-12,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.2270109537041245
648,dengue,2022-09-14,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0.9999999983333334
649,dengue,2022-09-11,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0003961580716849
649,dengue,2022-09-11,Kerala,Malappuram,Tirur,10.9167,75.9167,0.0005106186087571
649,dengue,2022-09-12,Kerala,Malappuram,Kondotty,11.15,75.9667,0.0015166021573847
649,dengue,2022-09-13,Kerala,Malappuram,Kondotty,11.15,75.9667,0.9999999983333334
649,dengue,2022-09-14,Kerala,Malappuram,Kondotty,11.15,75.9667,0.0
650,dengue,2022-09-11,Kerala,Alappuzha,Kuttanad,9.5833,76.4167,4.031199542819508e-05
650,dengue,2022-09-11,Kerala,Alappuzha,Kuttanad,9.5833,76.4167,0.0
651,dengue,2022-09-11,Kerala,Kannur,Payyanur,12.1,75.2,0.0020356346907012
651,dengue,2022-09-13,Kerala,Kannur,Taliparamba,12.0333,75.35,0.0240765362880031
651,dengue,2022-09-14,Kerala,Kasaragod,Nileshwaram,12.25,75.1,0.001815598052318
652,dengue,2022-09-12,Kerala,Idukki,Thodupuzha,9.8955,76.7241,0.2319905448614259
653,dengue,2022-09-12,Kerala,Idukki,Devikulam,10.0667,77.1,0.0
654,dengue,2022-09-13,Kerala,Palakkad,Ottapalam,10.7667,76.3667,6.987412540887147e-05
655,dengue,2022-09-14,Kerala,Pathanamthitta,Mallappally,9.3833,76.6833,0.0
656,dengue,2022-09-15,Kerala,Kasaragod,Manjeshwaram,12.7167,74.8833,0.0
657,dengue,2022-10-16,Kerala,Malappuram,Tirur,10.9167,75.9167,0.0
658,dengue,2022-10-16,Kerala,Thrissur,Kunnamkulam,10.65,76.0667,0.005406861740752
658,dengue,2022-10-22,Kerala,Thrissur,Chavakkad,10.5833,76.0167,0.0016124798171278
658,dengue,2022-10-23,Kerala,Thrissur,Talappilly,10.6667,76.25,0.018878265222119
659,dengue,2022-10-16,Kerala,Ernakulam,Kunnathunad,10.1167,76.4833,0.0010502181910647
660,dengue,2022-10-17,Kerala,Thiruvananthapuram,Varkala,8.7379,76.7163,0.0003029254789618
660,dengue,2022-10-19,Kerala,Thiruvananthapuram,Varkala,8.7379,76.7163,0.005113998715201
661,dengue,2022-10-17,Kerala,Alappuzha,Mavelikkara,9.2667,76.55,0.0824221559189124
661,dengue,2022-10-21,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,8.062399085639016e-05
662,dengue,2022-10-19,Kerala,Kozhikode,Koyilandy,11.4333,75.7,0.0006661285366848
662,dengue,2022-10-21,Kerala,Kozhikode,Vadakara,11.6,75.5833,0.0007256159177075
663,dengue,2022-10-20,Kerala,Thrissur,Mukundapuram,10.3333,76.2167,0.0015362269893469
664,dengue,2022-10-21,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0.0
664,dengue,2022-10-22,Kerala,Kollam,Pathanapuram,9.1,76.87,0.0
665,dengue,2022-10-21,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0227879338455907
666,dengue,2022-10-23,Kerala,Alappuzha,Kuttanad,9.5833,76.4167,0.02233284546722
667,dengue,2022-11-22,Kerala,Kasaragod,Nileshwaram,12.25,75.1,0.0
667,dengue,2022-11-22,Kerala,Kannur,Payyanur,12.1,75.2,0.0
667,dengue,2022-11-23,Kerala,Kasaragod,Nileshwaram,12.25,75.1,0.0189805997957217
668,dengue,2022-11-22,Kerala,Thrissur,Kunnamkulam,10.65,76.0667,0.0
669,dengue,2022-11-23,Kerala,Thiruvananthapuram,Nedumangad,8.6036,77.0031,0.0
670,dengue,2022-11-23,Kerala,Malappuram,Ernad,11.1201,76.1197,0.0
670,dengue,2022-11-25,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0014858065528362
670,dengue,2022-11-28,Kerala,Malappuram,Ernad,11.1201,76.1197,0.0006999148201856
670,dengue,2022-11-28,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0
671,dengue,2022-11-23,Kerala,Palakkad,Palakkad,10.78789845,76.47408711,0.0
672,dengue,2022-11-23,Kerala,Palakkad,Chittur,10.7,76.75,0.0
673,dengue,2022-11-23,Kerala,Pathanamthitta,Konni,9.2667,76.9333,0.000284283619554
673,dengue,2022-11-26,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.9999999983333334
674,dengue,2022-11-24,Kerala,Kozhikode,Kozhikode,11.2450558,75.7754716,0.0
674,dengue,2022-11-24,Kerala,Kozhikode,Koyilandy,11.4333,75.7,0.0012705365904468
674,dengue,2022-11-25,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0
674,dengue,2022-11-28,Kerala,Kozhikode,Koyilandy,11.4333,75.7,0.000257705417332
675,dengue,2022-11-24,Kerala,Ernakulam,Kochi,9.9312,76.2673,0.0006576045718493
676,dengue,2022-11-24,Kerala,Kollam,Kunnathoor,9.0292,76.627,4.031199542819508e-05
676,dengue,2022-11-27,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.0
677,dengue,2022-11-26,Kerala,Wayanad,Vythiri,11.6226,76.0813,0.9999999983333334
677,dengue,2022-11-26,Kerala,Wayanad,Sulthan Bathery,11.6667,76.2667,0.0
678,dengue,2022-11-26,Kerala,Kannur,Kannur,11.8763836,75.3737973,0.0
679,dengue,2022-11-27,Kerala,Idukki,Thodupuzha,9.8955,76.7241,0.0
679,dengue,2022-11-27,Kerala,Kottayam,Meenachil,9.7167,76.6833,0.0
679,dengue,2022-11-28,Kerala,Ernakulam,Kothamangalam,10.0667,76.6333,0.0
679,dengue,2022-11-28,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,7.329453714217285e-06
680,dengue,2022-11-27,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,0.0
680,dengue,2022-11-28,Kerala,Alappuzha,Ambalappuzha,9.5006651,76.41241429,0.0004031199542819
681,dengue,2022-12-30,Kerala,Wayanad,Sulthan Bathery,11.6667,76.2667,0.0002821839679973
681,dengue,2022-12-31,Kerala,Wayanad,Vythiri,11.6226,76.0813,0.0068113302344724
682,dengue,2022-12-31,Kerala,Thrissur,Chavakkad,10.5833,76.0167,0.0
683,dengue,2022-12-31,Kerala,Thiruvananthapuram,Neyyattinkara,8.4004,77.0872,0.0001426424453613
684,dengue,2023-02-01,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.4882267,76.947551,4.031199542819508e-05
685,dengue,2023-02-01,Kerala,Pathanamthitta,Konni,9.2667,76.9333,0.0027797943645301
686,dengue,2023-03-02,Kerala,Kollam,Kunnathoor,9.0292,76.627,0.036735116539122
687,dengue,2023-05-02,Kerala,Kozhikode,Kozhikode,11.2450558,75.7754716,0.0103892329206579
688,dengue,2023-05-02,Kerala,Wayanad,Vythiri,11.6226,76.0813,0.0
688,dengue,2023-05-03,Kerala,Wayanad,Sulthan Bathery,11.6667,76.2667,2.6874663618796715e-05
689,dengue,2023-05-03,Kerala,Idukki,Devikulam,10.0667,77.1,0.0612840224473707
690,dengue,2023-05-03,Kerala,Thrissur,Kodungallur,10.2333,76.2,0.0007161307423126
691,dengue,2023-05-03,Kerala,Idukki,Thodupuzha,9.8955,76.7241,0.0
692,dengue,2023-05-03,Kerala,Thiruvananthapuram,Nedumangad,8.6036,77.0031,0.0
693,dengue,2023-05-03,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0.0086751414161475
694,dengue,2023-06-03,Kerala,Thrissur,Thrissur,10.5256264,76.2132542,0.0001902007602943
694,dengue,2023-06-05,Kerala,Thrissur,Thrissur,10.5256264,76.2132542,0.0
695,dengue,2023-06-04,Kerala,Kozhikode,Koyilandy,11.4333,75.7,0.0
696,dengue,2023-06-04,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0.0
696,dengue,2023-06-04,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0.0
696,dengue,2023-06-10,Kerala,Kollam,Pathanapuram,9.1,76.87,0.0001036594168153
696,dengue,2023-06-24,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0
696,dengue,2023-07-06,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0011465730381081
697,dengue,2023-06-04,Kerala,Thiruvananthapuram,Chirayinkeezhu,8.6963,76.8153,0.0
698,dengue,2023-06-04,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0022406699809967
699,dengue,2023-06-04,Kerala,Idukki,Thodupuzha,9.8955,76.7241,0.3416912419007691
700,dengue,2023-06-05,Kerala,Palakkad,Chittur,10.7,76.75,0.0004240224704299
701,dengue,2023-06-24,Kerala,Ernakulam,Aluva,10.1075,76.3516,0.0002496013793769
701,dengue,2023-07-07,Kerala,Ernakulam,Aluva,10.1075,76.3516,0.9999999983333334
702,dengue,2023-07-06,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.0
702,dengue,2023-07-08,Kerala,Kollam,Kollam,8.8879509,76.5955013,0.0
702,dengue,2023-07-08,Kerala,Thiruvananthapuram,Varkala,8.7379,76.7163,0.0
703,dengue,2023-07-06,Kerala,Idukki,Peerumade,9.5667,76.9667,0.0619258749501076
704,dengue,2023-07-07,Kerala,Kozhikode,Vadakara,11.6,75.5833,0.0006632885082765
704,dengue,2023-07-07,Kerala,Kozhikode,Koyilandy,11.4333,75.7,0.0
705,dengue,2023-07-07,Kerala,Palakkad,Palakkad,10.78789845,76.47408711,0.0017166322564521
706,dengue,2023-07-07,Kerala,Malappuram,Tirur,10.9167,75.9167,0.0020939602918286
707,dengue,2023-07-08,Kerala,Kasaragod,Kasaragod,12.5035577,74.9907022,0.0
708,dengue,2023-07-15,Kerala,Malappuram,Perinthalmanna,10.9667,76.2167,0.0008062399085639
709,dengue,2023-07-15,Kerala,Wayanad,Sulthan Bathery,11.6667,76.2667,0.0
710,dengue,2023-07-29,Kerala,Kasaragod,Manjeshwaram,12.7167,74.8833,0.0002741215689117
711,dengue,2023-08-05,Kerala,Pathanamthitta,Mallappally,9.3833,76.6833,0.0016499624428184
712,dengue,2023-08-08,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0
712,dengue,2023-08-10,Kerala,Pathanamthitta,Ranni,9.3833,76.9667,0.0
712,dengue,2023-08-10,Kerala,Pathanamthitta,Konni,9.2667,76.9333,0.0
713,dengue,2023-08-08,Kerala,Kozhikode,Kozhikode,11.2450558,75.7754716,0.0
714,dengue,2023-08-08,Kerala,Idukki,Devikulam,10.0667,77.1,0.0106981349184308
715,dengue,2023-08-08,Kerala,Palakkad,Ottapalam,10.7667,76.3667,0.0
716,dengue,2023-08-08,Kerala,Ernakulam,Kanayannur,9.98408,76.2741457,0.0
717,dengue,2023-08-08,Kerala,Thiruvananthapuram,Varkala,8.7379,76.7163,0.8441977555786442
718,dengue,2023-08-09,Kerala,Malappuram,Perinthalmanna,10.9667,76.2167,0.1543477633039121
718,dengue,2023-08-10,Kerala,Malappuram,Ernad,11.1201,76.1197,0.0
718,dengue,2023-08-10,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0
718,dengue,2023-08-10,Kerala,Malappuram,Tirur,10.9167,75.9167,0.0087366988536468
719,dengue,2023-08-09,Kerala,Palakkad,Chittur,10.7,76.75,0.0
720,dengue,2023-08-09,Kerala,Kollam,Kunnathoor,9.0292,76.627,0.0006307762391793
721,dengue,2023-08-10,Kerala,Idukki,Thodupuzha,9.8955,76.7241,0.0
722,dengue,2023-08-10,Kerala,Kasaragod,Vellarikundu,12.4167,75.2333,0.0006658056873931
723,dengue,2023-08-10,Kerala,Kasaragod,Kasaragod,12.5035577,74.9907022,0.0
724,dengue,2023-08-11,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.4882267,76.947551,0.0082505217309705
725,dengue,2023-08-19,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,0.0
726,dengue,2023-08-26,Kerala,Pathanamthitta,Mallappally,9.3833,76.6833,0.0009456502288252
727,dengue,2023-08-26,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,0.0001668327537487
728,dengue,2023-09-11,Kerala,Palakkad,Palakkad,10.78789845,76.47408711,0.0
728,dengue,2023-09-13,Kerala,Palakkad,Palakkad,10.78789845,76.47408711,0.0048049213048217
729,dengue,2023-09-11,Kerala,Kasaragod,Hosdurg,12.3167,75.1,0.0001343733180939
729,dengue,2023-09-13,Kerala,Kasaragod,Kasaragod,12.5035577,74.9907022,0.0017257568317065
729,dengue,2023-09-13,Kerala,Kasaragod,Vellarikundu,12.4167,75.2333,0.0018853700890375
730,dengue,2023-09-11,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,0.0
730,dengue,2023-09-12,Kerala,Ernakulam,Kunnathunad,10.1167,76.4833,0.0008331145721826
730,dengue,2023-09-13,Kerala,Ernakulam,Aluva,10.1075,76.3516,0.0
731,dengue,2023-09-11,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0177775939950745
732,dengue,2023-09-11,Kerala,Thiruvananthapuram,Neyyattinkara,8.4004,77.0872,0.3461439833235197
733,dengue,2023-09-12,Kerala,Kollam,Punalur,9.0089,76.9269,0.0
733,dengue,2023-09-13,Kerala,Pathanamthitta,Ranni,9.3833,76.9667,0.002700903693689
733,dengue,2023-09-14,Kerala,Kollam,Pathanapuram,9.1,76.87,0.9999999983333334
733,dengue,2023-09-14,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0
733,dengue,2023-09-14,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,4.8374394513834085e-05
734,dengue,2023-09-12,Kerala,Alappuzha,Cherthala,9.6833,76.3333,0.0019618504441721
734,dengue,2023-09-13,Kerala,Kottayam,Vaikom,9.75,76.4,0.0
735,dengue,2023-09-13,Kerala,Kollam,Kunnathoor,9.0292,76.627,0.0
736,dengue,2023-09-13,Kerala,Malappuram,Ponnani,10.7667,75.9167,0.0
737,dengue,2023-09-14,Kerala,Wayanad,Vythiri,11.6226,76.0813,0.0
737,dengue,2023-09-16,Kerala,Wayanad,Mananthavady,11.8,76.0,0.0
738,dengue,2023-09-14,Kerala,Kozhikode,Kozhikode,11.2450558,75.7754716,0.0023035425958968
739,dengue,2023-09-14,Kerala,Thrissur,Mukundapuram,10.3333,76.2167,0.0223562985708133
740,dengue,2023-09-16,Kerala,Thiruvananthapuram,Varkala,8.7379,76.7163,0.0
740,dengue,2023-09-23,Kerala,Thiruvananthapuram,Chirayinkeezhu,8.6963,76.8153,0.0002687466361879
741,dengue,2023-09-30,Kerala,Idukki,Peerumade,9.5667,76.9667,6.449919268511211e-05
742,dengue,2023-10-07,Kerala,Ernakulam,Kunnathunad,10.1167,76.4833,0.0
742,dengue,2023-10-16,Kerala,Idukki,Peerumade,9.5667,76.9667,0.0
742,dengue,2023-10-17,Kerala,Kottayam,Meenachil,9.7167,76.6833,0.0
742,dengue,2023-10-18,Kerala,Ernakulam,Kunnathunad,10.1167,76.4833,0.0019675068518925
742,dengue,2023-10-20,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,0.0
742,dengue,2023-10-21,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,0.0005811906299905
742,dengue,2023-10-21,Kerala,Idukki,Thodupuzha,9.8955,76.7241,0.0022114008920609
742,dengue,2023-10-21,Kerala,Kottayam,Kanjirappally,9.5667,76.7833,0.0015318558262714
742,dengue,2023-10-22,Kerala,Kottayam,Meenachil,9.7167,76.6833,0.0122296631451568
742,dengue,2023-10-28,Kerala,Kottayam,Kottayam,9.6287383,76.64553257,0.0
743,dengue,2023-10-07,Kerala,Thrissur,Chalakudy,10.3,76.3333,0.0
743,dengue,2023-10-16,Kerala,Ernakulam,North Paravur,10.1333,76.2,0.0030780801691129
743,dengue,2023-10-17,Kerala,Thrissur,Chalakudy,10.3,76.3333,0.0
743,dengue,2023-10-18,Kerala,Thrissur,Mukundapuram,10.3333,76.2167,0.0
743,dengue,2023-10-18,Kerala,Ernakulam,Kochi,9.9312,76.2673,0.9999999983333334
743,dengue,2023-10-19,Kerala,Thrissur,Chalakudy,10.3,76.3333,0.0004434319497101
743,dengue,2023-10-21,Kerala,Thrissur,Chalakudy,10.3,76.3333,1.2403690900983095e-05
743,dengue,2023-10-21,Kerala,Ernakulam,Kanayannur,9.98408,76.2741457,0.0014837445432081
744,dengue,2023-10-07,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0014442350725898
744,dengue,2023-10-17,Kerala,Malappuram,Ernad,11.1201,76.1197,0.0
744,dengue,2023-10-18,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0
744,dengue,2023-10-19,Kerala,Malappuram,Ernad,11.1201,76.1197,0.0020407947685523
744,dengue,2023-10-19,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0
744,dengue,2023-10-20,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0
744,dengue,2023-10-20,Kerala,Kozhikode,Kozhikode,11.2450558,75.7754716,0.0
744,dengue,2023-10-23,Kerala,Malappuram,Kondotty,11.15,75.9667,0.0
745,dengue,2023-10-15,Kerala,Alappuzha,Chenganoor,9.3167,76.6167,0.0
745,dengue,2023-10-15,Kerala,Kollam,Kunnathoor,9.0292,76.627,0.0003455313893845
745,dengue,2023-10-16,Kerala,Pathanamthitta,Thiruvalla,9.3833,76.5833,0.0029518935749688
745,dengue,2023-10-16,Kerala,Pathanamthitta,Adoor,9.1667,76.7333,0.0
745,dengue,2023-10-16,Kerala,Kollam,Kollam,8.8879509,76.5955013,0.0022046051978103
745,dengue,2023-10-17,Kerala,Thiruvananthapuram,Varkala,8.7379,76.7163,0.0020213586278994
745,dengue,2023-10-19,Kerala,Alappuzha,Chenganoor,9.3167,76.6167,0.2255375029342516
745,dengue,2023-10-19,Kerala,Kollam,Kollam,8.8879509,76.5955013,0.0
745,dengue,2023-10-20,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0.0851746218477588
745,dengue,2023-10-20,Kerala,Kollam,Kollam,8.8879509,76.5955013,0.0
745,dengue,2023-10-20,Kerala,Thiruvananthapuram,Chirayinkeezhu,8.6963,76.8153,0.0
745,dengue,2023-10-22,Kerala,Thiruvananthapuram,Chirayinkeezhu,8.6963,76.8153,1.7916442412531142e-05
745,dengue,2023-10-28,Kerala,Pathanamthitta,Adoor,9.1667,76.7333,0.0
745,dengue,2023-11-04,Kerala,Thiruvananthapuram,Varkala,8.7379,76.7163,0.0
746,dengue,2023-10-15,Kerala,Kozhikode,Vadakara,11.6,75.5833,0.0417041781243725
746,dengue,2023-10-18,Kerala,Kozhikode,Vadakara,11.6,75.5833,0.0
747,dengue,2023-10-15,Kerala,Thrissur,Chavakkad,10.5833,76.0167,0.0
748,dengue,2023-10-16,Kerala,Idukki,Udumbanchola,9.8333,77.1333,0.0
748,dengue,2023-10-21,Kerala,Idukki,Udumbanchola,9.8333,77.1333,0.0219201710672309
749,dengue,2023-10-16,Kerala,Palakkad,Palakkad,10.78789845,76.47408711,0.0
749,dengue,2023-10-28,Kerala,Palakkad,Palakkad,10.78789845,76.47408711,0.0004031199542819
750,dengue,2023-10-16,Kerala,Thrissur,Talappilly,10.6667,76.25,0.0
750,dengue,2023-10-18,Kerala,Palakkad,Pattambi,10.8,76.2,0.0
750,dengue,2023-10-20,Kerala,Thrissur,Talappilly,10.6667,76.25,2.015599771409754e-05
751,dengue,2023-10-19,Kerala,Malappuram,Tirur,10.9167,75.9167,0.0
752,dengue,2023-10-19,Kerala,Palakkad,Chittur,10.7,76.75,0.0038764507432662
753,dengue,2023-10-20,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0
754,dengue,2023-10-21,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.4882267,76.947551,0.0
755,dengue,2023-10-21,Kerala,Idukki,Devikulam,10.0667,77.1,0.0
756,dengue,2023-10-22,Kerala,Kannur,Iritty,11.9333,75.7,0.0006184921572263
757,dengue,2023-11-11,Kerala,Kozhikode,Vadakara,11.6,75.5833,0.0
757,dengue,2023-11-24,Kerala,Kozhikode,Vadakara,11.6,75.5833,0.0001128735871989
757,dengue,2023-11-24,Kerala,Kozhikode,Koyilandy,11.4333,75.7,0.0018631431447613
757,dengue,2023-11-26,Kerala,Kannur,Thalassery,11.75,75.4833,0.0016931038079841
758,dengue,2023-11-18,Kerala,Kasaragod,Manjeshwaram,12.7167,74.8833,0.0035176694017029
758,dengue,2023-11-24,Kerala,Kasaragod,Manjeshwaram,12.7167,74.8833,0.0
759,dengue,2023-11-18,Kerala,Kannur,Payyanur,12.1,75.2,0.0006456896089059
760,dengue,2023-11-18,Kerala,Kottayam,Changanassery,9.45,76.5333,0.0
760,dengue,2023-11-24,Kerala,Alappuzha,Mavelikkara,9.2667,76.55,0.0
760,dengue,2023-11-25,Kerala,Pathanamthitta,Mallappally,9.3833,76.6833,0.0
760,dengue,2023-11-25,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,0.0
760,dengue,2023-11-26,Kerala,Pathanamthitta,Adoor,9.1667,76.7333,0.0
760,dengue,2023-11-26,Kerala,Kottayam,Kanjirappally,9.5667,76.7833,0.0006973975209077
760,dengue,2023-11-27,Kerala,Pathanamthitta,Mallappally,9.3833,76.6833,0.0008379956245101
760,dengue,2023-11-28,Kerala,Pathanamthitta,Mallappally,9.3833,76.6833,0.0
761,dengue,2023-11-22,Kerala,Thrissur,Chavakkad,10.5833,76.0167,0.0005643679359947
761,dengue,2023-11-23,Kerala,Malappuram,Ernad,11.1201,76.1197,0.0
761,dengue,2023-11-24,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0077064902926742
761,dengue,2023-11-25,Kerala,Thrissur,Thrissur,10.5256264,76.2132542,0.0
761,dengue,2023-11-25,Kerala,Malappuram,Ponnani,10.7667,75.9167,0.0098847628617422
761,dengue,2023-11-25,Kerala,Thrissur,Talappilly,10.6667,76.25,0.0421068218754694
761,dengue,2023-11-26,Kerala,Thrissur,Kodungallur,10.2333,76.2,0.0
761,dengue,2023-11-26,Kerala,Thrissur,Chalakudy,10.3,76.3333,0.0
761,dengue,2023-11-26,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0
761,dengue,2023-11-27,Kerala,Thrissur,Chavakkad,10.5833,76.0167,0.0176218196353095
761,dengue,2023-11-27,Kerala,Thrissur,Mukundapuram,10.3333,76.2167,0.0
761,dengue,2023-11-27,Kerala,Malappuram,Tirur,10.9167,75.9167,0.0
761,dengue,2023-11-27,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0952950827049502
761,dengue,2023-11-28,Kerala,Malappuram,Ernad,11.1201,76.1197,0.0
762,dengue,2023-11-23,Kerala,Idukki,Idukki,9.8497872,76.9797914,0.0
762,dengue,2023-11-25,Kerala,Idukki,Idukki,9.8497872,76.9797914,4.479110603132786e-05
763,dengue,2023-11-23,Kerala,Wayanad,Sulthan Bathery,11.6667,76.2667,0.0
763,dengue,2023-11-28,Kerala,Wayanad,Vythiri,11.6226,76.0813,0.0143510703724374
764,dengue,2023-11-23,Kerala,Thiruvananthapuram,Varkala,8.7379,76.7163,0.0004251083154246
764,dengue,2023-11-25,Kerala,Thiruvananthapuram,Chirayinkeezhu,8.6963,76.8153,0.0
764,dengue,2023-11-28,Kerala,Thiruvananthapuram,Chirayinkeezhu,8.6963,76.8153,0.0004146207615015
765,dengue,2023-11-23,Kerala,Ernakulam,Kunnathunad,10.1167,76.4833,0.0
765,dengue,2023-11-25,Kerala,Ernakulam,Kothamangalam,10.0667,76.6333,0.0
765,dengue,2023-11-26,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,0.0004834851167807
766,dengue,2023-11-24,Kerala,Ernakulam,Kochi,9.9312,76.2673,0.0
767,dengue,2023-11-25,Kerala,Palakkad,Alathur,10.6333,76.55,0.0
767,dengue,2023-11-27,Kerala,Palakkad,Alathur,10.6333,76.55,0.0004434319497101
768,dengue,2023-11-26,Kerala,Thiruvananthapuram,Kattakkada,8.5667,77.1,0.0
768,dengue,2023-11-26,Kerala,Thiruvananthapuram,Kattakkada,8.5667,77.1,0.0100596263206185
768,dengue,2023-11-27,Kerala,Thiruvananthapuram,Neyyattinkara,8.4004,77.0872,0.0004299946179007
769,dengue,2023-11-27,Kerala,Kasaragod,Vellarikundu,12.4167,75.2333,0.0
770,dengue,2023-11-28,Kerala,Kasaragod,Kasaragod,12.5035577,74.9907022,0.0
771,dengue,2023-12-02,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0001289983853702
772,dengue,2023-12-23,Kerala,Thrissur,Chalakudy,10.3,76.3333,0.0
772,dengue,2023-12-30,Kerala,Thrissur,Chalakudy,10.3,76.3333,8.062399085639016e-05
773,dengue,2023-12-30,Kerala,Kannur,Kannur,11.8763836,75.3737973,0.0216447839195635
