cluster_id,disease,date,state,district,taluk,latitude,longitude,outbreak_intensity
1154,fever_op,2022-10-23,Kerala,Ernakulam,Kanayannur,9.98408,76.2741457,0.0
1154,fever_op,2022-10-24,Kerala,Ernakulam,North Paravur,10.1333,76.2,0.0
1155,fever_op,2022-10-24,Kerala,Kasaragod,Kasaragod,12.5035577,74.9907022,0.0001482413135926
1155,fever_op,2022-10-25,Kerala,Kasaragod,Hosdurg,12.3167,75.1,2.239555301566393e-05
1156,fever_op,2022-11-25,Kerala,Kasaragod,Vellarikundu,12.4167,75.2333,0.0004837439451383
1157,fever_op,2022-11-26,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0
1158,fever_op,2022-11-28,Kerala,Idukki,Udumbanchola,9.8333,77.1333,0.0
1159,fever_op,2022-12-29,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0
1160,fever_op,2022-12-29,Kerala,Thrissur,Chavakkad,10.5833,76.0167,0.0
1161,fever_op,2022-12-30,Kerala,Thiruvananthapuram,Varkala,8.7379,76.7163,0.0001873369664681
1162,fever_op,2022-12-30,Kerala,Thrissur,Kodungallur,10.2333,76.2,0.0
1163,fever_op,2022-12-31,Kerala,Kannur,Iritty,11.9333,75.7,0.0026185840772134
1164,fever_op,2022-12-31,Kerala,Idukki,Devikulam,10.0667,77.1,0.0020039997297737
1165,fever_op,2023-04-01,Kerala,Ernakulam,Kochi,9.9312,76.2673,0.0
1165,fever_op,2023-04-01,Kerala,Ernakulam,Kochi,9.9312,76.2673,0.0
1166,fever_op,2023-04-01,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0526656389353124
1167,fever_op,2023-04-01,Kerala,Kasaragod,Hosdurg,12.3167,75.1,0.0056391811142098
1168,fever_op,2023-04-02,Kerala,Pathanamthitta,Thiruvalla,9.3833,76.5833,0.0
1168,fever_op,2023-04-02,Kerala,Alappuzha,Cherthala,9.6833,76.3333,0.0002524276024111
1168,fever_op,2023-04-05,Kerala,Alappuzha,Ambalappuzha,9.5006651,76.41241429,0.0
1169,fever_op,2023-04-03,Kerala,Palakkad,Mannarkkad,11.0,76.4667,0.0006046799314229
1169,fever_op,2023-04-03,Kerala,Palakkad,Mannarkkad,11.0,76.4667,0.0
1170,fever_op,2023-04-03,Kerala,Thrissur,Kunnamkulam,10.65,76.0667,3.664726857108642e-05
1171,fever_op,2023-04-04,Kerala,Kollam,Kollam,8.8879509,76.5955013,0.0
1172,fever_op,2023-04-05,Kerala,Ernakulam,Kunnathunad,10.1167,76.4833,0.1770726000238055
1173,fever_op,2023-04-06,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0212436013734922
1174,fever_op,2023-05-07,Kerala,Kottayam,Meenachil,9.7167,76.6833,0.0
1175,fever_op,2023-05-08,Kerala,Thrissur,Chalakudy,10.3,76.3333,0.0
1176,fever_op,2023-05-09,Kerala,Wayanad,Mananthavady,11.8,76.0,0.0
1177,fever_op,2023-05-09,Kerala,Alappuzha,Ambalappuzha,9.5006651,76.41241429,0.0
1178,fever_op,2023-07-10,Kerala,Kannur,Payyanur,12.1,75.2,0.0029433852157044
1179,fever_op,2023-07-11,Kerala,Thrissur,Chavakkad,10.5833,76.0167,0.0095563681876165
1180,fever_op,2023-07-12,Kerala,Thiruvananthapuram,Kattakkada,8.5667,77.1,0.0
1181,fever_op,2023-08-12,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.4882267,76.947551,0.5046131521265224
1182,fever_op,2023-08-13,Kerala,Thrissur,Talappilly,10.6667,76.25,0.9999999983333334
1182,fever_op,2023-08-13,Kerala,Palakkad,Ottapalam,10.7667,76.3667,0.0
1183,fever_op,2023-09-14,Kerala,Kollam,Punalur,9.0089,76.9269,0.0001881226453315
1184,fever_op,2023-09-14,Kerala,Malappuram,Kondotty,11.15,75.9667,0.0017931624716307
1184,fever_op,2023-09-17,Kerala,Kozhikode,Kozhikode,11.2450558,75.7754716,0.0
1185,fever_op,2023-09-15,Kerala,Pathanamthitta,Thiruvalla,9.3833,76.5833,0.0
1186,fever_op,2023-09-15,Kerala,Kannur,Thalassery,11.75,75.4833,8.062399085639016e-05
1187,fever_op,2023-09-15,Kerala,Idukki,Devikulam,10.0667,77.1,0.0136901649069348
1188,fever_op,2023-09-16,Kerala,Kannur,Iritty,11.9333,75.7,0.0196530949827449
1189,fever_op,2023-09-17,Kerala,Ernakulam,Kunnathunad,10.1167,76.4833,0.0
1190,fever_op,2023-10-14,Kerala,Idukki,Peerumade,9.5667,76.9667,0.0
1190,fever_op,2023-10-26,Kerala,Kottayam,Kanjirappally,9.5667,76.7833,0.1733486020812107
1191,fever_op,2023-10-18,Kerala,Kasaragod,Vellarikundu,12.4167,75.2333,0.0014847303408576
1191,fever_op,2023-10-21,Kerala,Kasaragod,Hosdurg,12.3167,75.1,0.0
1192,fever_op,2023-10-18,Kerala,Ernakulam,Kanayannur,9.98408,76.2741457,0.0018508368277192
1192,fever_op,2023-10-21,Kerala,Ernakulam,Kanayannur,9.98408,76.2741457,0.4185685519008553
1193,fever_op,2023-10-19,Kerala,Alappuzha,Ambalappuzha,9.5006651,76.41241429,0.0002418719725691
1194,fever_op,2023-10-21,Kerala,Thiruvananthapuram,Nedumangad,8.6036,77.0031,0.0
1194,fever_op,2023-10-21,Kerala,Thiruvananthapuram,Nedumangad,8.6036,77.0031,0.0010660960808761
1195,fever_op,2023-10-21,Kerala,Idukki,Devikulam,10.0667,77.1,0.0003069596398313
1196,fever_op,2023-10-23,Kerala,Idukki,Thodupuzha,9.8955,76.7241,4.845079582473021e-05
1197,fever_op,2023-10-23,Kerala,Palakkad,Pattambi,10.8,76.2,0.0
1198,fever_op,2023-10-24,Kerala,Alappuzha,Chenganoor,9.3167,76.6167,0.0
1199,fever_op,2023-10-25,Kerala,Thrissur,Thrissur,10.5256264,76.2132542,0.0136394631854302
1200,fever_op,2023-11-04,Kerala,Wayanad,Sulthan Bathery,11.6667,76.2667,0.0002149973089503
1201,fever_op,2023-11-28,Kerala,Idukki,Devikulam,10.0667,77.1,0.0
1202,fever_op,2023-12-29,Kerala,Kottayam,Kanjirappally,9.5667,76.7833,0.0
1203,fever_op,2023-12-29,Kerala,Alappuzha,Mavelikkara,9.2667,76.55,0.0
1204,fever_op,2023-12-29,Kerala,Ernakulam,Aluva,10.1075,76.3516,0.0003871313918108
1205,fever_op,2023-12-31,Kerala,Kozhikode,Koyilandy,11.4333,75.7,0.0053421645032249
1206,fever_op,2023-12-31,Kerala,Wayanad,Sulthan Bathery,11.6667,76.2667,0.0178351861404756
1207,fever_op,2024-04-01,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.4882267,76.947551,0.0
1208,fever_op,2024-04-01,Kerala,Idukki,Udumbanchola,9.8333,77.1333,0.2088295687916926
1209,fever_op,2024-04-01,Kerala,Kollam,Kollam,8.8879509,76.5955013,0.0
1210,fever_op,2024-04-04,Kerala,Thrissur,Mukundapuram,10.3333,76.2167,0.0290710132104933
1211,fever_op,2024-04-06,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.000846551903992
1212,fever_op,2024-04-06,Kerala,Kasaragod,Hosdurg,12.3167,75.1,0.0014109198399868
1213,fever_op,2024-04-13,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0
1214,fever_op,2024-05-09,Kerala,Idukki,Devikulam,10.0667,77.1,0.0014351070372437
1215,fever_op,2024-07-10,Kerala,Thrissur,Kodungallur,10.2333,76.2,0.0070758128929169
1216,fever_op,2024-07-11,Kerala,Idukki,Devikulam,10.0667,77.1,0.0060394130375045
1217,fever_op,2024-08-13,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0
1218,fever_op,2024-08-13,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0
1219,fever_op,2024-09-16,Kerala,Kottayam,Meenachil,9.7167,76.6833,0.0021841772068367
1220,fever_op,2024-09-16,Kerala,Pathanamthitta,Konni,9.2667,76.9333,0.0
1221,fever_op,2024-09-17,Kerala,Kottayam,Changanassery,9.45,76.5333,3.5832884825062285e-05
1222,fever_op,2024-10-18,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0005022686128168
1223,fever_op,2024-10-19,Kerala,Kollam,Kollam,8.8879509,76.5955013,0.0
1224,fever_op,2024-10-19,Kerala,Idukki,Idukki,9.8497872,76.9797914,0.0
1225,fever_op,2024-10-21,Kerala,Palakkad,Ottapalam,10.7667,76.3667,0.0002821839679973
1226,fever_op,2024-10-25,Kerala,Thrissur,Thrissur,10.5256264,76.2132542,0.0
1227,fever_op,2024-11-25,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0
1228,food_poisoning,2022-04-01,Kerala,Idukki,Peerumade,9.5667,76.9667,0.0
1229,food_poisoning,2022-04-02,Kerala,Malappuram,Ponnani,10.7667,75.9167,0.0
1230,food_poisoning,2022-04-02,Kerala,Kozhikode,Koyilandy,11.4333,75.7,0.0
1230,food_poisoning,2022-04-02,Kerala,Kozhikode,Kozhikode,11.2450558,75.7754716,0.0
1231,food_poisoning,2022-04-02,Kerala,Thrissur,Mukundapuram,10.3333,76.2167,0.0
1232,food_poisoning,2022-04-03,Kerala,Ernakulam,Kothamangalam,10.0667,76.6333,0.0
1232,food_poisoning,2022-04-04,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,0.0
1233,food_poisoning,2022-04-05,Kerala,Kasaragod,Kasaragod,12.5035577,74.9907022,0.0
1234,food_poisoning,2022-04-05,Kerala,Wayanad,Mananthavady,11.8,76.0,0.0
1235,food_poisoning,2022-09-08,Kerala,Malappuram,Perinthalmanna,10.9667,76.2167,0.0
1236,food_poisoning,2022-09-08,Kerala,Pathanamthitta,Adoor,9.1667,76.7333,0.0
1236,food_poisoning,2022-09-10,Kerala,Pathanamthitta,Adoor,9.1667,76.7333,0.0012735989583653
1236,food_poisoning,2022-09-14,Kerala,Alappuzha,Chenganoor,9.3167,76.6167,0.0
1236,food_poisoning,2022-09-14,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,0.0
1236,food_poisoning,2022-09-21,Kerala,Alappuzha,Chenganoor,9.3167,76.6167,0.0005795279225613
1237,food_poisoning,2022-09-10,Kerala,Malappuram,Kondotty,11.15,75.9667,0.0
1238,food_poisoning,2022-09-10,Kerala,Ernakulam,Kochi,9.9312,76.2673,0.0
1239,food_poisoning,2022-09-11,Kerala,Thiruvananthapuram,Kattakkada,8.5667,77.1,0.0
1239,food_poisoning,2022-09-15,Kerala,Thiruvananthapuram,Nedumangad,8.6036,77.0031,0.0
1240,food_poisoning,2022-09-11,Kerala,Kasaragod,Hosdurg,12.3167,75.1,0.0
1241,food_poisoning,2022-09-12,Kerala,Ernakulam,Kunnathunad,10.1167,76.4833,0.0
1242,food_poisoning,2022-09-12,Kerala,Palakkad,Ottapalam,10.7667,76.3667,0.0
1242,food_poisoning,2022-09-14,Kerala,Palakkad,Chittur,10.7,76.75,0.0
1242,food_poisoning,2022-09-18,Kerala,Palakkad,Alathur,10.6333,76.55,0.0
1242,food_poisoning,2022-09-20,Kerala,Palakkad,Chittur,10.7,76.75,0.058175099071911
1243,food_poisoning,2022-09-13,Kerala,Kannur,Thalassery,11.75,75.4833,0.0
1244,food_poisoning,2022-09-15,Kerala,Thrissur,Chavakkad,10.5833,76.0167,0.0
1245,food_poisoning,2022-09-19,Kerala,Thiruvananthapuram,Varkala,8.7379,76.7163,0.0
1246,food_poisoning,2022-09-20,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.0
1247,food_poisoning,2022-09-20,Kerala,Idukki,Devikulam,10.0667,77.1,0.0
1248,food_poisoning,2022-11-23,Kerala,Kasaragod,Kasaragod,12.5035577,74.9907022,0.0016579597768276
1248,food_poisoning,2022-11-24,Kerala,Kasaragod,Hosdurg,12.3167,75.1,0.0019456277373698
1249,food_poisoning,2022-11-24,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0
1250,food_poisoning,2022-11-24,Kerala,Pathanamthitta,Konni,9.2667,76.9333,0.0
1250,food_poisoning,2022-11-24,Kerala,Pathanamthitta,Ranni,9.3833,76.9667,0.0
1250,food_poisoning,2022-11-25,Kerala,Pathanamthitta,Adoor,9.1667,76.7333,0.0
1250,food_poisoning,2022-11-30,Kerala,Alappuzha,Chenganoor,9.3167,76.6167,0.0008608875566282
1251,food_poisoning,2022-11-24,Kerala,Thrissur,Thrissur,10.5256264,76.2132542,0.0
1252,food_poisoning,2022-11-28,Kerala,Kottayam,Kottayam,9.6287383,76.64553257,0.0
1253,food_poisoning,2022-11-28,Kerala,Kannur,Thalassery,11.75,75.4833,0.0011187438496945
1254,food_poisoning,2023-04-01,Kerala,Wayanad,Vythiri,11.6226,76.0813,0.0
1255,food_poisoning,2023-04-02,Kerala,Ernakulam,Kochi,9.9312,76.2673,0.0008963818793054
1255,food_poisoning,2023-04-06,Kerala,Ernakulam,Aluva,10.1075,76.3516,0.0
1256,food_poisoning,2023-04-04,Kerala,Ernakulam,Kothamangalam,10.0667,76.6333,0.0001279378882109
1256,food_poisoning,2023-04-04,Kerala,Ernakulam,Kothamangalam,10.0667,76.6333,0.000476221269563
1257,food_poisoning,2023-04-06,Kerala,Kollam,Punalur,9.0089,76.9269,0.0
1258,food_poisoning,2023-04-07,Kerala,Kozhikode,Koyilandy,11.4333,75.7,2.6874663618796715e-05
1259,food_poisoning,2023-09-08,Kerala,Kozhikode,Kozhikode,11.2450558,75.7754716,0.0
1259,food_poisoning,2023-09-10,Kerala,Kozhikode,Koyilandy,11.4333,75.7,0.009777049631314
1259,food_poisoning,2023-09-11,Kerala,Kozhikode,Koyilandy,11.4333,75.7,0.0204509833449555
1260,food_poisoning,2023-09-08,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.0
1261,food_poisoning,2023-09-08,Kerala,Kannur,Taliparamba,12.0333,75.35,0.0
1262,food_poisoning,2023-09-09,Kerala,Kasaragod,Hosdurg,12.3167,75.1,0.0
1263,food_poisoning,2023-09-13,Kerala,Ernakulam,Aluva,10.1075,76.3516,0.0012535478314778
1264,food_poisoning,2023-09-16,Kerala,Kottayam,Kottayam,9.6287383,76.64553257,0.0
1264,food_poisoning,2023-09-16,Kerala,Kottayam,Kanjirappally,9.5667,76.7833,0.0
1264,food_poisoning,2023-09-16,Kerala,Pathanamthitta,Mallappally,9.3833,76.6833,0.0
1265,food_poisoning,2023-09-17,Kerala,Kannur,Thalassery,11.75,75.4833,0.9999999983333334
1266,food_poisoning,2023-09-17,Kerala,Idukki,Thodupuzha,9.8955,76.7241,0.0
1266,food_poisoning,2023-09-20,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,0.0477671218332954
1267,food_poisoning,2023-09-18,Kerala,Palakkad,Chittur,10.7,76.75,0.0
1268,food_poisoning,2023-09-21,Kerala,Pathanamthitta,Konni,9.2667,76.9333,0.0
1269,food_poisoning,2023-11-18,Kerala,Ernakulam,Kothamangalam,10.0667,76.6333,0.0022987858461504
1270,food_poisoning,2023-11-24,Kerala,Malappuram,Kondotty,11.15,75.9667,0.003255451560513
1270,food_poisoning,2023-11-27,Kerala,Malappuram,Kondotty,11.15,75.9667,0.021166106609595
1271,food_poisoning,2023-11-26,Kerala,Kottayam,Kanjirappally,9.5667,76.7833,0.000402483537465
1272,food_poisoning,2023-11-27,Kerala,Kasaragod,Manjeshwaram,12.7167,74.8833,0.0
1273,food_poisoning,2023-11-29,Kerala,Palakkad,Ottapalam,10.7667,76.3667,0.0003099199589947
1274,food_poisoning,2024-04-03,Kerala,Kannur,Payyanur,12.1,75.2,0.0
1275,food_poisoning,2024-04-03,Kerala,Idukki,Peerumade,9.5667,76.9667,0.0006267739157389
1276,food_poisoning,2024-09-08,Kerala,Malappuram,Perinthalmanna,10.9667,76.2167,0.0
1276,food_poisoning,2024-09-09,Kerala,Malappuram,Perinthalmanna,10.9667,76.2167,0.1187257369895161
1277,food_poisoning,2024-09-13,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.0184878894078411
1277,food_poisoning,2024-09-15,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.0401676319648838
1278,food_poisoning,2024-09-22,Kerala,Malappuram,Kondotty,11.15,75.9667,0.0011488918697035
1279,food_poisoning,2024-11-24,Kerala,Kottayam,Kanjirappally,9.5667,76.7833,0.0
1280,hepatitis_a_confirmed,2020-03-01,Kerala,Thrissur,Kodungallur,10.2333,76.2,0.0
1281,hepatitis_a_confirmed,2020-03-02,Kerala,Kottayam,Kottayam,9.6287383,76.64553257,0.0
1281,hepatitis_a_confirmed,2020-03-05,Kerala,Kottayam,Meenachil,9.7167,76.6833,0.0
1281,hepatitis_a_confirmed,2020-03-06,Kerala,Kottayam,Changanassery,9.45,76.5333,0.0
1282,hepatitis_a_confirmed,2020-03-02,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.4882267,76.947551,0.0
1282,hepatitis_a_confirmed,2020-03-05,Kerala,Thiruvananthapuram,Nedumangad,8.6036,77.0031,0.0
1283,hepatitis_a_confirmed,2020-03-03,Kerala,Wayanad,Sulthan Bathery,11.6667,76.2667,0.0
1284,hepatitis_a_confirmed,2020-03-03,Kerala,Kollam,Punalur,9.0089,76.9269,0.0
1284,hepatitis_a_confirmed,2020-03-05,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0.0
1285,hepatitis_a_confirmed,2020-03-03,Kerala,Kasaragod,Vellarikundu,12.4167,75.2333,0.0
1285,hepatitis_a_confirmed,2020-03-04,Kerala,Kasaragod,Hosdurg,12.3167,75.1,0.0
1285,hepatitis_a_confirmed,2020-03-05,Kerala,Kasaragod,Nileshwaram,12.25,75.1,0.0
1286,hepatitis_a_confirmed,2020-03-04,Kerala,Malappuram,Tirur,10.9167,75.9167,0.0
1287,hepatitis_a_confirmed,2020-03-05,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0
1288,hepatitis_a_confirmed,2020-03-06,Kerala,Kozhikode,Vadakara,11.6,75.5833,0.0
1289,hepatitis_a_confirmed,2020-05-07,Kerala,Pathanamthitta,Adoor,9.1667,76.7333,0.0
1290,hepatitis_a_confirmed,2020-05-08,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.0
1291,hepatitis_a_confirmed,2020-07-08,Kerala,Thrissur,Mukundapuram,10.3333,76.2167,0.0
1292,hepatitis_a_confirmed,2020-07-08,Kerala,Kannur,Kannur,11.8763836,75.3737973,0.0
1292,hepatitis_a_confirmed,2020-07-12,Kerala,Kannur,Thalassery,11.75,75.4833,0.0
1293,hepatitis_a_confirmed,2020-07-10,Kerala,Kannur,Payyanur,12.1,75.2,0.0
1294,hepatitis_a_confirmed,2020-07-10,Kerala,Idukki,Devikulam,10.0667,77.1,0.0
1295,hepatitis_a_confirmed,2020-07-10,Kerala,Ernakulam,Kanayannur,9.98408,76.2741457,0.0
1295,hepatitis_a_confirmed,2020-07-13,Kerala,Ernakulam,Kochi,9.9312,76.2673,0.0
1296,hepatitis_a_confirmed,2020-07-10,Kerala,Pathanamthitta,Adoor,9.1667,76.7333,0.0
1297,hepatitis_a_confirmed,2020-07-13,Kerala,Kottayam,Kottayam,9.6287383,76.64553257,0.0
1298,hepatitis_a_confirmed,2020-08-14,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.007921937596429
1299,hepatitis_a_confirmed,2020-08-14,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,4.031199542819508e-05
1299,hepatitis_a_confirmed,2020-08-15,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,0.0777845236652979
1300,hepatitis_a_confirmed,2020-08-15,Kerala,Kannur,Iritty,11.9333,75.7,0.0
1301,hepatitis_a_confirmed,2020-08-15,Kerala,Kasaragod,Nileshwaram,12.25,75.1,0.0
1302,hepatitis_a_confirmed,2020-08-15,Kerala,Wayanad,Mananthavady,11.8,76.0,0.0
1303,hepatitis_a_confirmed,2020-09-17,Kerala,Alappuzha,Chenganoor,9.3167,76.6167,0.0
1304,hepatitis_a_confirmed,2020-09-17,Kerala,Idukki,Peerumade,9.5667,76.9667,0.0
1305,hepatitis_a_confirmed,2020-09-18,Kerala,Malappuram,Ponnani,10.7667,75.9167,0.0
1306,hepatitis_a_confirmed,2020-09-19,Kerala,Kottayam,Kottayam,9.6287383,76.64553257,4.031199542819508e-05
1307,hepatitis_a_confirmed,2020-09-19,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0
1308,hepatitis_a_confirmed,2020-10-20,Kerala,Alappuzha,Mavelikkara,9.2667,76.55,0.0
1308,hepatitis_a_confirmed,2020-10-27,Kerala,Kollam,Karunagappally,9.0574,76.5334,0.0
1308,hepatitis_a_confirmed,2020-10-27,Kerala,Kollam,Kunnathoor,9.0292,76.627,0.0
1309,hepatitis_a_confirmed,2020-10-20,Kerala,Kasaragod,Nileshwaram,12.25,75.1,0.2130799258825372
1309,hepatitis_a_confirmed,2020-10-21,Kerala,Kannur,Taliparamba,12.0333,75.35,0.0
1309,hepatitis_a_confirmed,2020-10-24,Kerala,Kannur,Payyanur,12.1,75.2,0.0
1310,hepatitis_a_confirmed,2020-10-24,Kerala,Malappuram,Ernad,11.1201,76.1197,0.0
1311,hepatitis_a_confirmed,2020-10-24,Kerala,Wayanad,Mananthavady,11.8,76.0,0.004047478786451
1312,hepatitis_a_confirmed,2020-10-24,Kerala,Kottayam,Vaikom,9.75,76.4,0.0
1313,hepatitis_a_confirmed,2020-10-25,Kerala,Thiruvananthapuram,Neyyattinkara,8.4004,77.0872,0.0
1313,hepatitis_a_confirmed,2020-10-26,Kerala,Thiruvananthapuram,Neyyattinkara,8.4004,77.0872,0.0004825945633811
1314,hepatitis_a_confirmed,2020-10-25,Kerala,Idukki,Thodupuzha,9.8955,76.7241,0.0
1315,hepatitis_a_confirmed,2020-10-26,Kerala,Kozhikode,Koyilandy,11.4333,75.7,0.0
1316,hepatitis_a_confirmed,2020-11-27,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0
1317,hepatitis_a_confirmed,2020-11-27,Kerala,Ernakulam,Muvattupuzha,9.9833,76.5833,0.0
1318,hepatitis_a_confirmed,2020-11-27,Kerala,Thiruvananthapuram,Varkala,8.7379,76.7163,0.0
1319,hepatitis_a_confirmed,2020-11-28,Kerala,Kasaragod,Kasaragod,12.5035577,74.9907022,0.0
1320,hepatitis_a_confirmed,2020-11-28,Kerala,Kottayam,Changanassery,9.45,76.5333,0.0003099199589947
1321,hepatitis_a_confirmed,2020-11-28,Kerala,Kottayam,Meenachil,9.7167,76.6833,0.0
1322,hepatitis_a_confirmed,2020-11-28,Kerala,Pathanamthitta,Kozhenchery,9.2780841,76.9737443,0.0
1323,hepatitis_a_confirmed,2020-11-29,Kerala,Wayanad,Mananthavady,11.8,76.0,0.0
1324,hepatitis_a_confirmed,2020-11-30,Kerala,Thrissur,Kunnamkulam,10.65,76.0667,0.0
1325,hepatitis_a_confirmed,2021-03-01,Kerala,Kottayam,Changanassery,9.45,76.5333,0.0
1325,hepatitis_a_confirmed,2021-03-02,Kerala,Alappuzha,Chenganoor,9.3167,76.6167,0.0086064566149405
1326,hepatitis_a_confirmed,2021-03-01,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0
1327,hepatitis_a_confirmed,2021-03-02,Kerala,Kasaragod,Kasaragod,12.5035577,74.9907022,3.1236186282896074e-05
1328,hepatitis_a_confirmed,2021-03-02,Kerala,Thiruvananthapuram,Chirayinkeezhu,8.6963,76.8153,0.0
1329,hepatitis_a_confirmed,2021-03-03,Kerala,Kasaragod,Manjeshwaram,12.7167,74.8833,0.0
1330,hepatitis_a_confirmed,2021-03-04,Kerala,Wayanad,Mananthavady,11.8,76.0,0.1554194136493986
1330,hepatitis_a_confirmed,2021-03-05,Kerala,Wayanad,Vythiri,11.6226,76.0813,0.0
1331,hepatitis_a_confirmed,2021-03-04,Kerala,Palakkad,Ottapalam,10.7667,76.3667,0.0
1332,hepatitis_a_confirmed,2021-05-07,Kerala,Kozhikode,Thamarassery,11.2667,75.9333,0.0004434319497101
1333,hepatitis_a_confirmed,2021-05-07,Kerala,Kannur,Kannur,11.8763836,75.3737973,0.0
1334,hepatitis_a_confirmed,2021-07-09,Kerala,Kollam,Kollam,8.8879509,76.5955013,0.0
1335,hepatitis_a_confirmed,2021-07-10,Kerala,Palakkad,Ottapalam,10.7667,76.3667,0.0002055653056272
1335,hepatitis_a_confirmed,2021-07-12,Kerala,Palakkad,Ottapalam,10.7667,76.3667,0.0
1336,hepatitis_a_confirmed,2021-07-11,Kerala,Palakkad,Chittur,10.7,76.75,0.0
1337,hepatitis_a_confirmed,2021-07-12,Kerala,Pathanamthitta,Thiruvalla,9.3833,76.5833,0.0
1338,hepatitis_a_confirmed,2021-07-13,Kerala,Thiruvananthapuram,Nedumangad,8.6036,77.0031,0.0
1339,hepatitis_a_confirmed,2021-07-13,Kerala,Malappuram,Tirur,10.9167,75.9167,0.0
1340,hepatitis_a_confirmed,2021-07-13,Kerala,Kottayam,Kottayam,9.6287383,76.64553257,0.9999999983333334
1341,hepatitis_a_confirmed,2021-08-14,Kerala,Malappuram,Nilambur,11.2833,76.2333,0.0009839398679112
1342,hepatitis_a_confirmed,2021-08-14,Kerala,Ernakulam,Aluva,10.1075,76.3516,0.0
1342,hepatitis_a_confirmed,2021-08-14,Kerala,Ernakulam,Aluva,10.1075,76.3516,0.0145318323222081
1343,hepatitis_a_confirmed,2021-08-14,Kerala,Pathanamthitta,Ranni,9.3833,76.9667,0.0
1344,hepatitis_a_confirmed,2021-08-15,Kerala,Kollam,Kottarakkara,9.0002,76.7788,0.0035452155217937
1345,hepatitis_a_confirmed,2021-09-15,Kerala,Thiruvananthapuram,Neyyattinkara,8.4004,77.0872,0.1628778319796106
1346,hepatitis_a_confirmed,2021-09-16,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,0.0
1347,hepatitis_a_confirmed,2021-09-16,Kerala,Thrissur,Talappilly,10.6667,76.25,0.0
1348,hepatitis_a_confirmed,2021-09-18,Kerala,Wayanad,Mananthavady,11.8,76.0,0.0
1349,hepatitis_a_confirmed,2021-09-19,Kerala,Kannur,Thalassery,11.75,75.4833,5.758856489742153e-05
1349,hepatitis_a_confirmed,2021-09-19,Kerala,Kannur,Thalassery,11.75,75.4833,0.0
1350,hepatitis_a_confirmed,2021-10-20,Kerala,Wayanad,Mananthavady,11.8,76.0,7.017273278241364e-05
1351,hepatitis_a_confirmed,2021-10-24,Kerala,Alappuzha,Chenganoor,9.3167,76.6167,0.0006853039222793
1352,hepatitis_a_confirmed,2021-10-26,Kerala,Kollam,Kunnathoor,9.0292,76.627,0.0007143319043446
1353,hepatitis_a_confirmed,2021-10-26,Kerala,Thiruvananthapuram,Nedumangad,8.6036,77.0031,2.015599771409754e-05
1354,hepatitis_a_confirmed,2021-11-27,Kerala,Kasaragod,Vellarikundu,12.4167,75.2333,0.0
1355,hepatitis_a_confirmed,2021-11-27,Kerala,Alappuzha,Cherthala,9.6833,76.3333,0.0
1356,hepatitis_a_confirmed,2021-11-29,Kerala,Thiruvananthapuram,Kattakkada,8.5667,77.1,0.0
1357,hepatitis_a_confirmed,2021-11-29,Kerala,Thrissur,Kodungallur,10.2333,76.2,0.0
1358,hepatitis_a_confirmed,2021-11-30,Kerala,Pathanamthitta,Ranni,9.3833,76.9667,0.0
1359,hepatitis_a_confirmed,2022-03-02,Kerala,Thrissur,Kunnamkulam,10.65,76.0667,0.0
1359,hepatitis_a_confirmed,2022-03-02,Kerala,Thrissur,Chavakkad,10.5833,76.0167,0.0
1359,hepatitis_a_confirmed,2022-03-02,Kerala,Thrissur,Thrissur,10.5256264,76.2132542,0.0
1360,hepatitis_a_confirmed,2022-03-02,Kerala,Malappuram,Tirurangadi,11.0,75.9333,0.0
